,Brand,CPU Mark,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,OS,Weight,Price,CPU Brand,GPU Brand
1305,lenovo,3240.0,10181.0,15.6,1920,1080,8.0,256.0,Windows 10,1.77,317.0,intel,geforce
1307,dell,6226.0,1476.0,14.0,1920,1080,16.0,256.0,Windows 10,2.73,685.0,intel,intel
1308,hp,8407.0,1818.0,15.6,1920,1080,16.0,512.0,Windows 10,4.34,775.0,intel,intel
1309,microsoft,9891.0,926.0,13.0,2880,1920,8.0,128.0,Windows 10,0.89,1376.99,intel,intel
1310,hp,13554.0,2690.0,17.3,1600,900,8.0,512.0,Windows 11,2.68,719.99,intel,intel
1311,hp,7460.0,926.0,15.6,1920,1080,32.0,512.0,Windows 10,2.22,629.79,intel,intel
1312,lenovo,13446.0,1792.0,14.0,1920,1080,8.0,512.0,Windows 10,1.65,549.99,amd,radeon
1313,hp,3310.0,324.0,11.6,1366,768,8.0,32.0,Windows 10,1.34,322.5,intel,intel
1314,lenovo,11027.0,926.0,14.0,1920,1080,4.0,128.0,Windows 11,1.61,350.0,intel,intel
1315,dell,15451.0,926.0,13.3,1920,1080,16.0,256.0,Windows 11,0.77,1736.54,intel,intel
1316,dell,26423.0,17089.0,17.0,3840,2400,64.0,2048.0,Windows 11,2.43,2730.61,intel,geforce
1317,acer,13554.0,2690.0,15.6,1920,1080,8.0,512.0,Windows 11,1.77,709.0,intel,intel
1318,hp,13775.0,2690.0,15.6,1920,1080,64.0,1024.0,Windows 11,1.77,956.0,intel,intel
1319,hp,2595.0,369.0,14.0,1366,768,4.0,64.0,Chrome OS,1.5,250.0,intel,intel
1320,msi,20753.0,12961.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.86,1000.99,intel,geforce
1321,microsoft,5931.0,926.0,15.6,1920,1080,16.0,256.0,Windows 10,2.16,1299.0,intel,intel
1322,dell,26454.0,7320.0,16.0,2560,1600,16.0,512.0,Windows 11,3.64,1291.93,intel,geforce
1323,apple,15398.0,2152.0,15.3,2880,1864,24.0,512.0,MacOS,1.5,1899.0,apple,intel
1324,lenovo,10346.0,2690.0,13.3,1920,1200,16.0,1024.0,Windows 11,1.79,999.99,intel,intel
1325,acer,26423.0,17089.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.5,1509.0,intel,geforce
1327,hp,11325.0,240.0,13.3,1920,1080,8.0,256.0,Windows 10,1.45,821.95,amd,radeon
1328,apple,35380.0,13357.0,16.2,3456,2234,64.0,8192.0,MacOS,2.2,6399.0,apple,intel
1329,asus,2003.0,1476.0,15.6,1920,1080,4.0,64.0,Chrome OS,1.77,353.99,intel,intel
1330,msi,23276.0,7320.0,15.6,1920,1080,16.0,512.0,Windows 10,3.0,1209.0,intel,geforce
1331,lenovo,20247.0,2690.0,16.0,2560,1600,16.0,512.0,Windows 10,2.05,854.99,intel,intel
1332,msi,17229.0,12961.0,14.0,1920,1080,16.0,512.0,Windows 11,2.11,879.99,intel,geforce
1333,lenovo,6132.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 10,1.46,509.0,intel,intel
1334,dell,13251.0,926.0,15.6,1366,768,8.0,256.0,Windows 11,1.81,724.87,intel,intel
1335,asus,4982.0,1476.0,15.6,1366,768,8.0,256.0,Windows 11,1.7,796.0,intel,intel
1336,dell,12802.0,1476.0,16.0,1920,1200,16.0,512.0,Windows 11,1.86,649.9,intel,intel
1337,msi,24971.0,17089.0,15.6,1920,1080,32.0,1024.0,Windows 10,2.86,1199.99,intel,geforce
1338,lenovo,10346.0,2690.0,13.3,1920,1080,16.0,512.0,Windows 10,0.72,1054.16,intel,intel
1340,asus,21525.0,926.0,13.4,1920,1200,16.0,512.0,Windows 11,1.12,879.99,intel,intel
1341,lenovo,24556.0,7108.0,14.0,1920,1200,16.0,512.0,Windows 11,1.74,1277.42,amd,radeon
1342,lenovo,13144.0,1792.0,15.6,1920,1080,8.0,256.0,Windows 11,1.8,565.58,amd,radeon
1343,dell,12421.0,19560.0,15.6,1366,768,32.0,2000.0,Windows 11,3.64,2169.45,intel,geforce
1344,dell,21493.0,1476.0,14.0,1920,1080,16.0,512.0,Windows 11,1.39,1176.54,intel,intel
1345,lenovo,10641.0,926.0,15.6,1920,1080,8.0,512.0,Windows 10,2.68,729.99,intel,intel
1346,apple,35380.0,10018.0,14.2,3024,1964,96.0,1024.0,MacOS,1.6,3999.0,apple,intel
1347,asus,8488.0,1042.0,15.6,1920,1080,16.0,512.0,Windows 10,7.06,1130.97,intel,intel
1348,msi,17441.0,12961.0,15.6,1920,1080,8.0,1024.0,Windows 10,2.43,1009.99,intel,geforce
1349,hp,28003.0,22064.0,16.0,3840,2400,32.0,1024.0,Windows 10,1.77,3018.56,intel,nvidia
1350,hp,17229.0,4253.0,15.6,1920,1080,32.0,1000.0,Windows 11,1.82,949.99,intel,intel
1351,acer,24971.0,10181.0,15.6,1920,1080,16.0,512.0,Windows 11,2.6,966.79,intel,geforce
1352,hp,21088.0,2690.0,16.0,1920,1200,64.0,1024.0,Windows 10,1.61,1699.0,intel,intel
1353,msi,26454.0,19560.0,17.3,1920,1080,64.0,4096.0,Windows 11,2.6,2099.6,intel,geforce
1354,dell,26423.0,23757.0,15.6,2560,1440,16.0,512.0,Windows 11,2.68,1599.0,intel,geforce
1355,dell,18462.0,2040.0,14.0,1920,1200,32.0,1024.0,Windows 11,2.25,879.0,amd,ryzen
1357,asus,48083.0,38874.0,13.3,1920,1080,32.0,2048.0,Windows 11,2.5,3598.99,intel,geforce
1358,dell,23728.0,23757.0,17.3,1920,1080,16.0,2000.0,Windows 11,3.64,3099.47,intel,geforce
1359,lenovo,34115.0,19560.0,16.0,2560,1600,16.0,2048.0,Windows 11,2.55,2329.0,intel,geforce
1360,msi,23276.0,19560.0,15.6,1920,1080,64.0,2048.0,Windows 11,2.22,1399.99,intel,geforce
1361,hp,9891.0,926.0,17.3,1920,1080,8.0,256.0,Windows 11,2.22,729.79,intel,intel
1362,hp,2947.0,2690.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.77,899.99,intel,intel
1363,dell,21088.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.06,1572.95,intel,intel
1364,msi,44905.0,19560.0,13.3,1920,1200,8.0,1024.0,Windows 11,1.52,1999.97,intel,geforce
1365,lenovo,10641.0,926.0,13.3,1920,1080,16.0,256.0,Windows 10,1.77,939.99,intel,intel
1366,hp,9891.0,2690.0,15.6,1366,768,8.0,512.0,Windows 11,1.77,579.79,intel,intel
1368,hp,10346.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,952.78,intel,intel
1369,acer,21133.0,17089.0,15.6,1920,1080,16.0,1024.0,Windows 10,4.85,1099.49,amd,geforce
1370,lenovo,10999.0,1476.0,14.0,1920,1080,16.0,256.0,Windows 10,1.65,612.0,amd,intel
1371,dell,9891.0,2690.0,15.6,1920,1080,12.0,256.0,Windows 11,1.77,525.0,intel,intel
1372,acer,3310.0,1476.0,15.6,1920,1080,4.0,32.0,Chrome OS,2.0,319.99,intel,intel
1373,dell,17229.0,4601.0,16.0,3840,2400,32.0,512.0,Windows 11,1.79,1049.99,intel,geforce
1374,lenovo,17329.0,2690.0,13.3,1920,1200,8.0,256.0,Windows 10,1.31,549.0,intel,intel
1375,msi,23276.0,7320.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.85,1369.0,intel,geforce
1376,dell,18462.0,4601.0,15.6,1920,1080,24.0,1024.0,Windows 10,2.35,1099.0,amd,geforce
1377,apple,15398.0,2152.0,15.3,2880,1864,16.0,1024.0,MacOS,1.5,1899.0,apple,intel
1378,dell,29690.0,26876.0,16.0,2560,1600,32.0,1000.0,Windows 11,3.64,1710.79,intel,geforce
1379,acer,17329.0,12961.0,15.6,1920,1080,32.0,2048.0,Windows 10,2.1,1029.0,intel,geforce
1380,dell,11877.0,6608.0,14.0,1920,1080,16.0,512.0,Windows 10,2.09,849.99,intel,quadro
1381,apple,15398.0,2152.0,15.3,2880,1864,8.0,256.0,MacOS,1.5,1099.0,apple,intel
1382,dell,23728.0,12961.0,15.6,1920,1200,32.0,512.0,Windows 11,3.64,1916.13,intel,geforce
1383,lenovo,10999.0,12984.0,14.0,1920,1080,12.0,256.0,Windows 10,1.77,729.99,amd,radeon
1384,lenovo,13144.0,2186.0,15.6,1920,1080,12.0,512.0,Windows 11,1.77,757.99,amd,ryzen
1385,dell,13775.0,926.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,814.99,intel,intel
1386,dell,16980.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 11,1.2,1492.99,intel,intel
1387,acer,9891.0,2690.0,14.0,1920,1080,8.0,512.0,Windows 10,1.76,802.77,intel,intel
1388,hp,7460.0,926.0,15.6,1920,1080,16.0,512.0,Windows 10,2.22,618.79,intel,intel
1389,hp,17229.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.22,949.99,intel,intel
1390,msi,26423.0,22459.0,17.3,1920,1800,32.0,1024.0,Windows 11,2.82,1495.0,intel,geforce
1391,lg,19333.0,2690.0,16.0,2560,1600,32.0,2048.0,Windows 11,1.2,1899.94,intel,intel
1392,dell,9891.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,2.08,439.99,intel,intel
1393,acer,17441.0,12961.0,17.3,1920,1080,32.0,1024.0,Windows 10,2.23,1299.0,intel,geforce
1394,hp,13144.0,12984.0,15.6,1920,1080,8.0,512.0,Windows 11,1.77,567.79,amd,radeon
1395,dell,34115.0,26876.0,16.0,2560,1600,16.0,2048.0,Windows 10,2.72,2269.0,intel,geforce
1396,hp,26364.0,7108.0,15.6,1920,1080,32.0,1024.0,Windows 10,1.96,1775.95,amd,radeon
1397,dell,24971.0,1476.0,15.6,1920,1080,16.0,512.0,Windows 11,3.64,1097.24,intel,intel
1398,msi,17441.0,7320.0,15.6,1920,1080,16.0,512.0,Windows 11,2.0,687.09,intel,geforce
1399,asus,9947.0,15507.0,15.6,1920,1080,8.0,256.0,Windows 10,1.77,2134.99,intel,geforce
1400,hp,34115.0,19560.0,16.1,2560,1440,32.0,2048.0,Windows 11,1.72,1979.0,intel,geforce
1401,dell,9891.0,1476.0,15.6,1920,1080,32.0,512.0,Windows 11,1.99,531.79,intel,intel
1402,hp,10346.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.01,909.0,intel,intel
1403,asus,23284.0,7868.0,15.6,1920,1080,8.0,512.0,Windows 11,1.65,920.99,intel,geforce
1404,hp,9491.0,1476.0,15.6,1366,768,4.0,128.0,Windows 10,1.77,499.78,intel,intel
1405,microsoft,27476.0,19560.0,14.4,2400,1600,64.0,1024.0,Windows 11,1.98,3199.99,intel,geforce
1406,lenovo,13481.0,1476.0,14.0,1920,1080,8.0,256.0,Windows 11,1.08,919.68,intel,intel
1407,dell,26423.0,12961.0,16.0,3072,1920,16.0,512.0,Windows 11,2.05,1389.0,intel,geforce
1408,dell,48120.0,13772.0,16.0,1920,1200,16.0,1000.0,Windows 11,2.64,2064.24,intel,rtx
1410,hp,3451.0,1476.0,12.5,1366,768,8.0,1000.0,Windows 10,1.27,322.98,intel,intel
1411,msi,23276.0,19560.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.25,1313.43,intel,geforce
1412,lenovo,21133.0,7661.0,16.0,2560,1600,16.0,512.0,Windows 11,4.64,1499.99,amd,radeon
1413,hp,10346.0,2690.0,15.6,1920,1080,8.0,1024.0,Windows 11,2.0,750.0,intel,intel
1414,lenovo,13775.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.57,1968.99,intel,intel
1415,lenovo,10346.0,2690.0,13.3,2560,1600,16.0,512.0,Windows 10,1.62,1099.99,intel,intel
1416,lenovo,10641.0,1476.0,15.6,1920,1080,8.0,512.0,Windows 10,2.3,792.99,intel,intel
1417,dell,23276.0,7576.0,17.0,1920,1200,32.0,2048.0,Windows 10,2.51,2862.08,intel,geforce
1418,acer,10936.0,14124.0,15.6,1920,1080,16.0,512.0,Windows 10,2.5,1256.0,intel,geforce
1419,asus,12012.0,16181.0,17.3,1920,1080,16.0,512.0,Windows 10,2.85,1582.24,intel,geforce
1420,dell,26454.0,1476.0,14.0,1920,1080,32.0,512.0,Windows 11,1.23,1285.51,intel,intel
1421,hp,13554.0,2690.0,14.0,1366,768,8.0,256.0,Windows 11,1.51,599.99,intel,intel
1422,hp,24556.0,7108.0,14.0,1920,1200,16.0,512.0,Windows 10,1.33,1589.13,amd,radeon
1423,apple,35380.0,13357.0,14.2,3024,1964,64.0,1024.0,MacOS,1.6,3899.0,apple,intel
1424,lenovo,19333.0,6992.0,14.0,1920,1200,16.0,512.0,Windows 11,2.21,1597.73,intel,rtx
1425,hp,16980.0,2690.0,13.3,1920,1200,16.0,256.0,Windows 11,2.27,1199.0,intel,intel
1426,dell,21088.0,1940.0,14.0,1920,1080,32.0,512.0,Windows 11,1.77,2028.91,intel,ryzen
1427,other,28003.0,19560.0,15.6,2560,1440,16.0,1024.0,Windows 11,2.25,1399.0,intel,geforce
1428,apple,23805.0,3013.0,14.2,3024,1964,18.0,2048.0,MacOS,1.6,2599.0,apple,intel
1429,apple,15398.0,2152.0,15.3,2880,1864,16.0,512.0,MacOS,1.5,1499.0,apple,intel
1430,acer,6132.0,1476.0,14.0,1920,1080,8.0,128.0,Chrome OS,1.37,739.99,intel,intel
1431,dell,13775.0,2690.0,14.0,1920,1080,64.0,1024.0,Windows 11,2.29,999.99,intel,intel
1432,acer,3942.0,1476.0,14.0,1920,1080,4.0,128.0,Windows 10,2.27,299.99,amd,intel
1433,apple,23805.0,3013.0,14.2,3024,1964,18.0,4096.0,MacOS,1.6,3199.0,apple,intel
1434,lenovo,34115.0,15478.0,16.0,2560,1600,32.0,1024.0,Windows 11,1.41,3307.09,intel,quadro
1435,hp,19333.0,1971.0,16.0,1920,1200,32.0,512.0,Windows 10,1.76,1599.0,intel,intel
1436,hp,13775.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.28,799.99,intel,intel
1437,dell,23728.0,12961.0,15.6,3840,2160,16.0,1000.0,Windows 11,3.64,2142.39,intel,geforce
1438,lenovo,32744.0,13772.0,16.0,3840,2400,64.0,8192.0,Windows 10,2.95,2849.0,intel,rtx
1439,lenovo,21088.0,22064.0,14.0,2880,1800,64.0,1024.0,Windows 10,1.34,2657.79,intel,nvidia
1440,lenovo,34115.0,19560.0,16.0,2560,1600,16.0,512.0,Windows 11,0.74,1249.99,intel,geforce
1441,dell,15735.0,19868.0,17.3,1920,1080,32.0,1000.0,Windows 11,3.64,1731.99,amd,radeon
1442,hp,11027.0,2690.0,14.0,1920,1080,8.0,256.0,Windows 11,1.77,409.99,intel,intel
1443,lenovo,15287.0,2690.0,16.0,1920,1200,16.0,1024.0,Windows 11,1.89,699.99,intel,intel
1444,asus,28523.0,23757.0,15.6,2560,1440,64.0,2048.0,Windows 11,2.3,2619.0,intel,geforce
1445,lenovo,18753.0,1476.0,16.0,1920,1200,16.0,512.0,Windows 11,1.82,997.0,intel,intel
1446,dell,17229.0,2690.0,16.0,1920,1200,16.0,1024.0,Windows 11,1.98,899.99,intel,intel
1447,microsoft,13775.0,2690.0,13.0,2880,1920,32.0,1024.0,Windows 11,0.88,1799.99,intel,intel
1448,lenovo,1655.0,1476.0,14.0,1920,1080,20.0,1024.0,Windows 11,1.5,399.0,intel,intel
1449,dell,12421.0,26876.0,15.6,1366,768,16.0,512.0,Windows 11,3.64,2530.21,intel,geforce
1450,lenovo,8473.0,7868.0,15.6,1920,1080,8.0,512.0,Windows 11,2.25,829.0,intel,geforce
1451,lenovo,9072.0,1792.0,15.6,1920,1080,8.0,256.0,Windows 11,1.85,328.0,amd,radeon
1452,microsoft,14043.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 10,1.56,1923.99,intel,intel
1453,asus,24268.0,7320.0,17.3,1920,1080,16.0,1024.0,Windows 10,5.0,1659.0,amd,geforce
1454,asus,21133.0,37.0,17.3,1920,1080,24.0,512.0,Windows 10,2.16,989.99,amd,radeon
1455,lenovo,13775.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,2.82,819.0,intel,intel
1456,hp,23656.0,13676.0,16.1,1920,1080,16.0,1024.0,Windows 11,2.41,1289.99,amd,radeon
1457,lg,20247.0,1971.0,15.6,1920,1080,8.0,256.0,Windows 10,1.14,1299.0,intel,intel
1458,hp,26423.0,12961.0,16.1,1920,1080,32.0,1024.0,Windows 11,2.41,1559.0,intel,geforce
1460,hp,26423.0,17089.0,17.3,1920,1080,16.0,512.0,Windows 11,2.82,1416.51,intel,geforce
1461,asus,28003.0,2690.0,14.5,2880,1800,16.0,512.0,Windows 11,1.55,889.49,intel,intel
1463,dell,9891.0,2690.0,15.6,1920,1080,12.0,256.0,Windows 10,0.45,419.99,intel,intel
1464,acer,21525.0,10181.0,15.6,1920,1080,16.0,512.0,Windows 11,2.68,899.79,intel,geforce
1465,msi,26454.0,26876.0,15.6,1920,1080,16.0,1024.0,Windows 11,4.05,1352.08,intel,geforce
1466,dell,9891.0,2690.0,15.6,1920,1080,12.0,256.0,Windows 11,1.78,475.0,intel,intel
1467,lenovo,17329.0,2690.0,13.3,2560,1600,8.0,256.0,Windows 10,0.58,647.55,intel,intel
1468,asus,9947.0,10075.0,15.6,1920,1080,16.0,1256.0,Windows 10,0.35,1595.0,intel,geforce
1469,hp,2527.0,324.0,14.0,1366,768,8.0,64.0,Windows 11,1.45,289.0,intel,intel
1470,acer,3828.0,1792.0,15.6,1920,1080,16.0,256.0,Windows 10,1.77,487.56,amd,radeon
1471,msi,23276.0,19560.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.0,1149.99,intel,geforce
1472,dell,27476.0,1344.0,14.0,1920,1200,32.0,512.0,Windows 11,1.19,2407.99,intel,intel
1473,lenovo,9891.0,926.0,14.0,1920,1080,8.0,256.0,Windows 11,0.45,353.11,intel,intel
1474,dell,12421.0,4253.0,13.3,1920,1080,16.0,256.0,Windows 11,3.64,1222.82,intel,intel
1475,acer,9891.0,2690.0,15.6,1920,1080,20.0,512.0,Windows 11,1.91,689.0,intel,intel
1476,apple,23805.0,6010.0,14.2,3024,1964,36.0,512.0,MacOS,1.6,2599.0,apple,intel
1477,acer,15853.0,2040.0,14.0,1920,1080,8.0,64.0,Windows 10,1.18,583.0,amd,ryzen
1478,dell,27476.0,1344.0,16.0,1920,1200,32.0,512.0,Windows 11,1.6,2902.46,intel,intel
1479,hp,10346.0,2690.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.9,899.99,intel,intel
1480,apple,23805.0,3013.0,14.2,3024,1964,36.0,512.0,MacOS,1.6,2399.0,apple,intel
1481,acer,21525.0,17089.0,15.6,1920,1080,16.0,512.0,Windows 11,2.5,1169.0,intel,geforce
1482,dell,13554.0,1476.0,15.6,1920,1080,12.0,512.0,Windows 11,2.52,459.0,intel,intel
1483,hp,15287.0,1971.0,15.6,1920,1080,8.0,512.0,Windows 10,1.74,1989.312760603882,intel,intel
1484,msi,17441.0,14691.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.22,1049.99,intel,geforce
1485,hp,15451.0,4822.0,16.0,1920,1200,32.0,1024.0,Windows 11,1.72,1673.85,intel,t500
1486,lenovo,16980.0,1971.0,14.0,1920,1200,16.0,256.0,Windows 10,1.41,872.45,intel,intel
1487,dell,3928.0,13772.0,16.0,1920,1200,64.0,2000.0,Windows 11,2.61,2218.36,intel,rtx
1488,lenovo,17329.0,2690.0,16.0,2560,1600,8.0,1024.0,Windows 11,1.65,798.99,intel,intel
1489,lenovo,20851.0,1792.0,14.0,1920,1200,16.0,512.0,Windows 11,2.33,1499.0,amd,radeon
1490,acer,23284.0,7868.0,15.6,1920,1080,24.0,512.0,Windows 10,2.68,1096.78,intel,geforce
1491,asus,8686.0,1792.0,14.0,1920,1200,8.0,512.0,Chrome OS,1.82,422.99,amd,radeon
1492,hp,28523.0,17089.0,16.1,2560,1440,32.0,1024.0,Windows 11,1.36,1599.0,intel,geforce
1493,dell,8185.0,27324.0,17.3,1920,1080,64.0,4000.0,Windows 11,3.64,2598.74,amd,geforce
1494,hp,9475.0,2040.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.09,589.0,amd,ryzen
1495,hp,1556.0,324.0,15.6,1920,1080,4.0,128.0,Windows 10,1.84,337.99,intel,intel
1496,hp,18435.0,7320.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.68,789.99,amd,geforce
1497,dell,2010.0,1042.0,14.0,1366,768,16.0,512.0,Windows 10,1.59,776.16,intel,intel
1498,dell,21493.0,926.0,14.0,1920,1080,16.0,256.0,Windows 11,1.5,1378.21,intel,intel
1499,apple,35380.0,10018.0,14.2,3024,1964,96.0,512.0,MacOS,1.6,3799.0,apple,intel
1500,acer,4982.0,926.0,15.6,1920,1080,8.0,256.0,Windows 10,2.22,499.99,intel,intel
1502,lenovo,28003.0,7320.0,15.6,1920,1080,16.0,512.0,Windows 10,2.41,1349.0,intel,geforce
1503,apple,18877.0,2152.0,14.2,3024,1964,24.0,2048.0,MacOS,1.5,2599.0,apple,intel
1504,hp,3108.0,1476.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.69,465.0,intel,intel
1505,msi,7646.0,11706.0,15.6,1920,1080,8.0,512.0,Windows 10,1.86,849.0,intel,geforce
1506,asus,29690.0,19560.0,16.0,1920,1200,16.0,512.0,Windows 11,1.8,1299.99,intel,geforce
1507,dell,12421.0,7320.0,16.0,2560,1600,16.0,1000.0,Windows 11,1.85,1258.39,intel,geforce
1508,asus,2003.0,1476.0,14.0,1366,768,8.0,64.0,Chrome OS,1.77,382.99,intel,intel
1509,msi,23276.0,19560.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.99,1259.0,intel,geforce
1510,hp,19333.0,1476.0,16.0,1920,1200,16.0,512.0,Windows 10,1.7,1599.0,intel,intel
1511,msi,23276.0,12961.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.86,999.0,intel,geforce
1512,msi,28003.0,13772.0,16.0,2560,1600,32.0,1024.0,Windows 11,3.5,1798.95,intel,rtx
1513,dell,3642.0,1476.0,15.6,1920,1080,16.0,256.0,Windows 10,1.59,882.41,intel,intel
1514,dell,23062.0,1476.0,14.0,1920,1080,16.0,512.0,Windows 11,3.64,1270.49,intel,intel
1515,asus,4982.0,1476.0,15.6,1920,1080,8.0,128.0,Windows 10,1.7,329.0,intel,intel
1516,asus,8686.0,1792.0,14.0,1920,1200,8.0,1024.0,Chrome OS,1.8,449.99,amd,radeon
1517,lenovo,3052.0,2690.0,13.3,1920,1080,16.0,512.0,Windows 10,0.45,1033.56,intel,intel
1518,other,28003.0,19560.0,16.0,2560,1600,16.0,1024.0,Windows 10,2.6,1599.0,intel,geforce
1519,acer,11027.0,2690.0,15.6,1920,1080,8.0,256.0,Chrome OS,2.55,499.99,intel,intel
1520,acer,4982.0,926.0,15.6,1920,1080,8.0,128.0,Windows 10,1.64,511.78,intel,intel
1521,asus,6132.0,1476.0,14.0,1366,768,8.0,1024.0,Windows 11,1.73,499.0,intel,intel
1522,lenovo,9891.0,2690.0,13.3,1920,1200,16.0,512.0,Windows 11,2.51,894.99,intel,intel
1523,hp,16980.0,1476.0,14.0,1920,1080,16.0,256.0,Windows 11,1.76,941.99,intel,intel
1524,lenovo,28003.0,4253.0,16.0,1920,1200,16.0,1024.0,Windows 11,3.64,858.95,intel,intel
1525,dell,3642.0,1476.0,14.0,1920,1080,64.0,512.0,Windows 11,1.53,922.92,intel,intel
1526,dell,28003.0,7320.0,15.6,1920,1200,16.0,1024.0,Windows 10,1.9,2022.0,intel,geforce
1527,dell,13775.0,6020.0,16.0,1920,1200,32.0,1024.0,Windows 11,1.86,1439.99,intel,geforce
1528,asus,8488.0,1042.0,15.6,1920,1080,16.0,512.0,Windows 10,1.72,1319.99,intel,intel
1529,hp,9891.0,926.0,15.6,1920,1080,8.0,256.0,Windows 11,1.77,679.69,intel,intel
1530,lenovo,24556.0,7108.0,16.0,1920,1200,16.0,512.0,Windows 11,1.71,1221.56,amd,radeon
1531,lenovo,9173.0,926.0,13.5,2256,1504,16.0,512.0,Windows 11,1.16,1176.99,intel,intel
1532,hp,182.0,324.0,14.0,1366,768,4.0,64.0,Chrome OS,1.55,199.0,intel,intel
1533,msi,28523.0,17089.0,17.3,1920,1080,64.0,4096.0,Windows 11,2.9,2549.0,intel,geforce
1534,msi,23276.0,14691.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.22,1149.99,intel,geforce
1535,dell,30440.0,21775.0,17.0,1920,1080,64.0,512.0,Windows 11,3.64,3498.77,intel,rtx
1536,hp,26423.0,8274.0,16.0,2560,1600,16.0,512.0,Windows 11,2.35,1609.99,intel,intel
1537,microsoft,9970.0,2690.0,13.5,2256,1504,8.0,512.0,Windows 10,1.27,1381.99,intel,intel
1538,hp,16980.0,2690.0,14.0,1920,1200,16.0,256.0,Windows 11,2.99,1399.99,intel,intel
1539,lenovo,16752.0,1792.0,16.0,1920,1200,32.0,1024.0,Windows 11,2.5,1642.97,amd,radeon
1540,lenovo,28003.0,1971.0,16.0,1920,1200,32.0,1024.0,Windows 10,2.2,2223.5,intel,intel
1542,apple,23805.0,6010.0,14.2,3024,1964,36.0,2048.0,MacOS,1.6,3199.0,apple,intel
1543,lenovo,15451.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,2.54,2249.99,intel,intel
1544,dell,16980.0,1971.0,15.6,1920,1080,16.0,512.0,Windows 10,1.61,1199.0,intel,intel
1545,hp,2736.0,1476.0,11.6,1366,768,8.0,128.0,Windows 10,1.41,229.98,intel,intel
1546,acer,17441.0,12961.0,17.3,1920,1080,64.0,2048.0,Windows 10,3.0,1529.0,intel,geforce
1547,msi,28003.0,2690.0,14.0,1920,1200,32.0,1024.0,Windows 11,1.6,1456.5,intel,intel
1548,lenovo,7460.0,1476.0,14.0,1920,1080,16.0,128.0,Windows 10,1.65,630.99,intel,intel
1549,lenovo,10346.0,926.0,14.0,1920,1080,16.0,256.0,Windows 10,1.73,1124.99,intel,intel
1550,hp,16506.0,1476.0,17.3,1600,900,16.0,1024.0,Windows 11,1.81,739.99,amd,intel
1551,dell,23728.0,17089.0,17.3,1920,1080,16.0,2000.0,Windows 11,3.64,2265.8,intel,geforce
1552,lenovo,9891.0,926.0,14.0,1920,1080,8.0,256.0,Windows 10,1.37,813.0,intel,intel
1553,lenovo,16980.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.41,871.48,intel,intel
1554,lenovo,27476.0,1042.0,16.0,3840,2400,32.0,1024.0,Windows 10,3.24,6439.0,intel,intel
1555,hp,1176.0,1476.0,14.0,1366,768,16.0,128.0,Windows 10,2.0,246.98,amd,intel
1556,acer,5641.0,1476.0,11.6,1366,768,4.0,32.0,Chrome OS,1.14,412.99,intel,intel
1557,hp,21088.0,1971.0,16.0,1920,1200,16.0,512.0,Windows 10,1.73,2049.99,intel,intel
1558,lenovo,13554.0,926.0,15.6,1920,1080,8.0,256.0,Windows 10,2.68,848.0,intel,intel
1559,asus,5897.0,1042.0,14.0,1920,1080,8.0,512.0,Windows 10,3.76,1779.99,intel,intel
1560,lenovo,8473.0,7868.0,15.6,1920,1080,32.0,1536.0,Windows 11,2.27,1099.0,intel,geforce
1561,apple,18877.0,2152.0,14.2,3024,1964,8.0,1024.0,MacOS,1.5,1799.0,apple,intel
1562,lenovo,15348.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.32,1662.12,intel,intel
1563,lenovo,3052.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 10,0.45,1088.24,intel,intel
1564,lenovo,13554.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 10,1.5,799.0,intel,intel
