,Brand,CPU Mark,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,OS,Weight,Price,CPU Brand,GPU Brand
6899,hp,1326.0,926.0,15.6,1920,1080,12.0,256.0,Windows 11,2.13,1139.95,intel,intel
6900,lenovo,10641.0,926.0,15.6,1920,1080,12.0,256.0,Windows 10,2.68,543.79,intel,intel
6901,acer,20753.0,17089.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.48,1429.0,intel,geforce
6902,lenovo,10936.0,14124.0,16.0,1920,1080,16.0,1024.0,Windows 10,0.45,2317.49,intel,geforce
6903,msi,23276.0,7320.0,15.6,1920,1080,16.0,1024.0,Windows 10,1.86,1259.0,intel,geforce
6904,hp,2595.0,369.0,15.6,1366,768,16.0,1000.0,Windows 11,1.77,529.99,intel,intel
6905,asus,2003.0,1476.0,17.3,1920,1080,4.0,64.0,Chrome OS,2.41,249.8,intel,intel
6906,msi,20753.0,12961.0,17.3,1920,1080,16.0,512.0,Windows 10,2.32,1010.0,intel,geforce
6907,msi,26423.0,17089.0,17.3,1920,1080,16.0,1024.0,Windows 11,2.91,1599.0,intel,geforce
6908,acer,26423.0,17089.0,15.6,1920,1080,16.0,512.0,Windows 10,2.3,1085.95,intel,geforce
6909,dell,15287.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,3.64,848.96,intel,intel
6910,acer,9072.0,1792.0,15.6,1920,1080,8.0,512.0,Windows 11,2.22,478.79,amd,radeon
6911,lenovo,16980.0,2690.0,16.0,1920,1200,16.0,256.0,Windows 11,2.31,831.34,intel,intel
6912,hp,10346.0,926.0,15.6,1920,1080,16.0,512.0,Windows 10,2.29,1087.99,intel,intel
6913,other,26454.0,17984.0,16.0,1920,1200,16.0,512.0,Windows 11,2.3,899.99,intel,geforce
6914,apple,15398.0,2152.0,13.6,2560,1664,16.0,512.0,MacOS,1.24,1599.0,apple,intel
6915,hp,10346.0,2690.0,17.3,1600,900,32.0,1024.0,Windows 10,2.09,869.99,intel,intel
6916,dell,6132.0,1476.0,15.6,1920,1080,8.0,2048.0,Windows 11,1.77,499.99,intel,intel
6917,dell,26454.0,1476.0,14.0,1920,1080,16.0,256.0,Windows 11,1.23,831.59,intel,intel
6918,acer,24268.0,7320.0,17.3,1920,1080,32.0,1024.0,Windows 11,2.04,1449.0,amd,geforce
6919,hp,24971.0,10005.0,15.6,1920,1080,16.0,512.0,Windows 11,1.96,1385.1,intel,rtx
6920,dell,3395.0,926.0,13.3,1920,1080,8.0,128.0,Windows 10,1.68,599.0,intel,intel
6921,asus,23896.0,17089.0,15.6,2560,1440,16.0,512.0,Windows 11,2.4,1599.99,amd,geforce
6922,apple,23805.0,6010.0,14.2,3024,1964,36.0,4096.0,MacOS,1.6,3799.0,apple,intel
6923,lenovo,27476.0,22064.0,16.0,1920,1200,16.0,512.0,Windows 10,2.2,2739.95,intel,nvidia
6924,lenovo,26423.0,8274.0,16.0,2560,1600,4.0,1024.0,Windows 11,1.52,1166.99,intel,intel
6925,asus,26454.0,12961.0,15.6,1920,1080,16.0,4096.0,Windows 10,1.8,1479.99,intel,geforce
6926,lenovo,30878.0,1855.0,15.6,1920,1080,16.0,256.0,Windows 11,2.67,685.0,intel,intel
6927,lg,19333.0,1971.0,14.0,2880,1800,16.0,512.0,Windows 10,1.0,1099.0,intel,intel
6928,asus,29690.0,19560.0,14.5,2880,1800,32.0,1024.0,Windows 10,1.75,2299.0,intel,geforce
6929,samsung,15287.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.7,1039.99,intel,intel
6930,lenovo,2495.0,14124.0,17.3,1920,1080,16.0,256.0,Windows 10,3.0,1599.0,intel,geforce
6931,asus,9891.0,2690.0,13.3,1920,1080,8.0,512.0,Windows 10,1.45,1043.35,intel,intel
6932,dell,16980.0,1971.0,14.0,2560,1600,16.0,256.0,Windows 10,1.53,1753.34,intel,intel
6933,hp,21088.0,2690.0,14.0,1920,1200,32.0,512.0,Windows 10,1.5,1749.0,intel,intel
6934,acer,24971.0,12961.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.22,1156.79,intel,geforce
6936,lenovo,15287.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 10,1.41,1041.33,intel,intel
6937,msi,23276.0,25351.0,17.3,1920,1080,16.0,1024.0,Windows 11,2.9,2650.64,intel,geforce
6938,microsoft,13554.0,2690.0,12.4,1536,1024,16.0,256.0,Windows 11,1.94,920.99,intel,intel
6939,asus,9891.0,2690.0,13.3,1920,1080,8.0,256.0,Windows 11,1.14,839.99,intel,intel
6940,dell,23728.0,23757.0,15.6,1920,1080,64.0,4000.0,Windows 11,3.64,2096.32,intel,geforce
6941,dell,9891.0,1476.0,15.6,1920,1080,16.0,1024.0,Windows 10,1.77,491.0,intel,intel
6942,dell,15084.0,2040.0,16.0,1920,1200,8.0,512.0,Windows 10,1.97,759.0,amd,ryzen
6943,lenovo,18753.0,4253.0,14.0,2560,1440,8.0,256.0,Windows 11,2.44,638.09,intel,intel
6944,dell,24971.0,4253.0,13.3,1920,1080,16.0,1000.0,Windows 10,1.19,843.14,intel,intel
6945,dell,12802.0,1476.0,14.0,1920,1080,32.0,256.0,Windows 11,3.64,1081.25,intel,intel
6946,dell,2010.0,4253.0,14.0,1366,768,32.0,512.0,Windows 10,2.27,285.05,intel,intel
6947,hp,9891.0,2690.0,14.0,1920,1080,8.0,256.0,Windows 10,1.37,519.0,intel,intel
6948,lenovo,6132.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,0.45,379.79,intel,intel
6949,acer,5641.0,1476.0,11.6,1366,768,4.0,128.0,Windows 11,1.4,329.99,intel,intel
6950,lenovo,3052.0,1042.0,16.0,2560,1440,16.0,512.0,Windows 10,1.88,2072.46,intel,intel
6951,dell,26423.0,17089.0,15.6,1920,1080,32.0,2048.0,Windows 11,3.64,1969.0,intel,geforce
6953,asus,10346.0,2690.0,14.0,1920,1080,8.0,512.0,Windows 11,1.3,1002.99,intel,intel
6954,dell,24334.0,1792.0,14.0,1920,1200,16.0,512.0,Windows 11,0.98,799.99,amd,radeon
6956,lenovo,21088.0,6992.0,14.0,1920,1200,16.0,512.0,Windows 11,2.12,1929.52,intel,rtx
6957,asus,13554.0,2690.0,16.0,1920,1200,16.0,512.0,Windows 11,1.86,689.0,intel,intel
6958,dell,15451.0,2690.0,14.0,1920,1200,32.0,512.0,Windows 10,1.33,1823.5,intel,intel
6959,dell,9891.0,2690.0,15.6,1920,1080,8.0,256.0,Windows 11,2.7,619.0,intel,intel
6960,hp,9891.0,2690.0,17.3,1920,1080,16.0,512.0,Windows 11,1.33,679.97,intel,intel
6961,asus,4982.0,926.0,15.6,1920,1080,4.0,512.0,Windows 10,2.32,399.99,intel,intel
6962,microsoft,14501.0,2690.0,12.4,1536,1024,8.0,256.0,Windows 11,0.75,894.0,intel,intel
6963,asus,28523.0,23757.0,15.6,2560,1440,16.0,1024.0,Windows 11,2.3,2149.99,intel,geforce
6964,hp,9891.0,2690.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.06,729.0,intel,intel
6965,msi,10280.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 11,1.7,449.0,intel,intel
6966,msi,23284.0,7868.0,15.6,1920,1080,8.0,256.0,Windows 10,1.34,919.0,intel,geforce
6967,lenovo,11027.0,1476.0,14.0,1920,1200,8.0,2048.0,Windows 11,1.92,549.0,intel,intel
6968,dell,23062.0,1476.0,14.0,1920,1080,16.0,1000.0,Windows 11,1.28,1097.24,intel,intel
6969,dell,9970.0,926.0,14.0,1920,1080,16.0,256.0,Windows 10,1.76,699.99,intel,intel
6970,acer,11027.0,324.0,15.6,1920,1080,8.0,256.0,Windows 10,1.78,369.99,intel,intel
6971,lenovo,9891.0,2690.0,14.0,1920,1080,32.0,1024.0,Windows 10,2.39,825.0,intel,intel
6972,dell,9891.0,2690.0,15.6,1920,1080,16.0,256.0,Windows 10,2.22,783.99,intel,intel
6973,lenovo,15853.0,1792.0,14.0,2240,1400,16.0,1024.0,Windows 11,5.3,775.0,amd,radeon
6974,asus,28003.0,19560.0,16.0,1920,1200,16.0,2048.0,Windows 10,1.5,1619.0,intel,geforce
6976,asus,12961.0,1476.0,15.6,1920,1080,20.0,1024.0,Windows 11,1.44,749.0,intel,intel
6977,hp,3451.0,1476.0,12.5,1366,768,16.0,512.0,Windows 10,1.27,312.98,intel,intel
6978,asus,1556.0,1476.0,15.6,1920,1080,4.0,64.0,Windows 11,2.68,227.98,intel,intel
6979,asus,24887.0,1792.0,15.6,1920,1080,16.0,4096.0,Windows 11,1.77,1439.99,amd,radeon
6980,dell,24971.0,1476.0,14.0,1920,1080,16.0,512.0,Windows 10,1.98,1209.95,intel,intel
6981,lenovo,2502.0,926.0,14.0,1920,1080,8.0,256.0,Windows 8,1.59,699.0,intel,intel
6982,samsung,1417.0,324.0,11.6,1366,768,4.0,32.0,Chrome OS,1.52,196.69,intel,intel
6983,dell,26423.0,12961.0,15.6,1920,1200,64.0,4096.0,Windows 11,1.91,2296.13,intel,geforce
6984,dell,23284.0,4253.0,13.3,1920,1200,16.0,256.0,Windows 11,0.99,599.99,intel,intel
6985,lenovo,26423.0,17089.0,15.6,2560,1440,16.0,512.0,Windows 11,5.0,1759.0,intel,geforce
6986,msi,23276.0,14691.0,15.6,1920,1080,16.0,512.0,Windows 11,2.22,1169.0,intel,geforce
6987,lenovo,16506.0,1792.0,16.0,1920,1200,8.0,256.0,Windows 11,1.7,628.22,amd,radeon
6988,hp,20254.0,240.0,14.0,1920,1080,16.0,512.0,Windows 10,1.4,1065.99,amd,radeon
6989,asus,22681.0,10181.0,15.6,1920,1080,16.0,8192.0,Windows 11,2.5,2834.99,amd,geforce
6990,asus,32140.0,14691.0,16.0,1920,1200,32.0,1024.0,Windows 11,2.42,1804.99,intel,geforce
6991,hp,17868.0,3436.0,14.0,1920,1200,16.0,256.0,Windows 10,1.33,1239.95,amd,radeon
6992,hp,2003.0,1476.0,11.6,1366,768,4.0,32.0,Chrome OS,1.86,327.84,intel,intel
6993,samsung,19333.0,2690.0,16.0,2880,1800,32.0,1024.0,Windows 10,1.59,2049.99,intel,intel
6994,lg,19333.0,1971.0,16.0,2560,1600,16.0,2048.0,Windows 10,1.48,1199.0,intel,intel
6995,acer,1556.0,324.0,14.0,1920,1080,4.0,128.0,Windows 11,1.81,239.99,intel,intel
6996,dell,23276.0,4253.0,15.6,1920,1080,32.0,2000.0,Windows 11,1.59,1252.01,intel,intel
6997,microsoft,1326.0,2690.0,13.5,2256,1504,16.0,512.0,Windows 11,1.3,1299.99,intel,intel
6998,lenovo,17165.0,1792.0,13.3,1920,1080,16.0,512.0,Windows 11,1.63,729.0,amd,radeon
6999,msi,19333.0,2690.0,14.0,2880,1800,32.0,1024.0,Windows 11,1.74,1694.99,intel,intel
7000,hp,10346.0,2690.0,17.3,1920,1080,16.0,512.0,Windows 11,2.05,899.0,intel,intel
7001,dell,101.0,1476.0,11.6,1366,768,4.0,32.0,Chrome OS,1.3,299.91,intel,intel
7002,hp,9716.0,2040.0,14.0,1366,768,8.0,512.0,Windows 11,1.58,409.0,amd,ryzen
7003,acer,23284.0,7868.0,15.6,1920,1080,16.0,512.0,Windows 10,2.68,879.78,intel,geforce
7004,hp,16980.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.77,799.99,intel,intel
7006,lenovo,28003.0,22064.0,16.0,2560,1600,16.0,1024.0,Windows 10,1.86,2974.95,intel,nvidia
7007,dell,9891.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 10,2.22,749.99,intel,intel
7008,dell,3928.0,13772.0,17.3,1920,1080,32.0,1000.0,Windows 11,3.64,2585.75,intel,rtx
7009,asus,48083.0,34635.0,18.5,2560,1440,32.0,2048.0,Windows 11,1.49,2759.0,intel,geforce
7010,hp,13554.0,2690.0,14.0,1920,1080,8.0,512.0,Windows 11,1.55,559.0,intel,intel
7011,acer,23276.0,19560.0,15.6,1920,1080,64.0,4096.0,Windows 11,2.94,1979.0,intel,geforce
7013,lenovo,10346.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 10,1.74,1499.99,intel,intel
7014,dell,15348.0,2690.0,14.0,1920,1080,8.0,256.0,Windows 10,1.71,1004.34,intel,intel
7015,lenovo,19333.0,2690.0,16.0,1920,1200,16.0,512.0,Windows 10,1.71,1526.53,intel,intel
7016,dell,23728.0,17089.0,15.6,1920,1080,64.0,1000.0,Windows 11,3.64,1951.94,intel,geforce
7017,lenovo,13467.0,12984.0,14.0,1920,1080,8.0,2048.0,Windows 10,1.77,859.99,amd,radeon
7018,other,28003.0,26876.0,15.6,2560,1440,16.0,1024.0,Windows 10,2.25,1449.0,intel,geforce
7019,asus,3089.0,1476.0,13.3,1920,1080,4.0,128.0,Windows 11,0.77,599.99,intel,intel
7020,lenovo,22038.0,1792.0,15.6,1920,1080,16.0,512.0,Windows 11,1.08,724.0,amd,radeon
7021,lenovo,10346.0,2690.0,15.6,1920,1080,12.0,512.0,Windows 10,1.91,999.0,intel,intel
7022,lenovo,15451.0,1971.0,14.0,3840,2400,16.0,512.0,Windows 10,1.38,2619.0,intel,intel
7023,microsoft,13775.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.56,1299.99,intel,intel
7024,dell,17093.0,12961.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.45,1179.99,amd,geforce
7025,lenovo,10346.0,2690.0,13.3,1920,1080,16.0,512.0,Windows 10,2.0,889.0,intel,intel
7026,dell,9891.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.77,589.79,intel,intel
7027,asus,6132.0,1476.0,14.0,1366,768,12.0,512.0,Windows 11,2.56,389.0,intel,intel
7028,asus,22681.0,10181.0,15.6,1920,1080,16.0,4096.0,Windows 11,2.64,2719.0,amd,geforce
7029,hp,9737.0,1476.0,17.3,1600,900,16.0,1024.0,Windows 11,2.09,515.0,intel,intel
7030,hp,10346.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,6.01,799.0,intel,intel
7031,lenovo,15348.0,2690.0,14.0,1920,1200,16.0,256.0,Windows 10,1.32,1555.95,intel,intel
7032,acer,4982.0,926.0,15.6,1920,1080,20.0,1024.0,Windows 10,2.22,746.89,intel,intel
7033,dell,26423.0,17089.0,15.6,1920,1080,32.0,2048.0,Windows 10,3.64,1969.0,intel,geforce
7034,dell,14812.0,4112.0,18.0,2560,1600,16.0,512.0,Windows 11,3.64,1895.65,amd,radeon
7035,dell,23728.0,17089.0,14.0,1920,1080,32.0,1000.0,Windows 11,3.64,2265.6,intel,geforce
7036,dell,44977.0,26876.0,16.0,2560,1600,16.0,2048.0,Windows 10,2.02,2319.0,intel,geforce
7037,lenovo,10552.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 10,1.96,1699.99,intel,intel
7038,dell,23728.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,3.64,1368.91,intel,geforce
7039,lenovo,16506.0,1792.0,16.0,1920,1200,16.0,256.0,Windows 11,1.23,734.99,amd,radeon
7040,dell,7460.0,926.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,537.97,intel,intel
7041,dell,13707.0,2690.0,13.3,2560,1600,16.0,512.0,Windows 11,1.18,1753.21,intel,intel
7042,lenovo,17546.0,2690.0,16.0,1920,1200,16.0,512.0,Windows 11,1.76,1319.0,intel,intel
7043,msi,23276.0,19560.0,15.6,1920,1080,24.0,1024.0,Windows 11,2.57,1339.0,intel,geforce
7044,apple,35380.0,13357.0,14.2,3024,1964,48.0,2048.0,MacOS,1.6,4099.0,apple,intel
7045,acer,15084.0,12961.0,15.6,1920,1080,8.0,512.0,Windows 11,2.59,779.0,amd,geforce
7046,hp,6132.0,1476.0,15.6,1366,768,16.0,512.0,Windows 11,1.7,446.0,intel,intel
7047,apple,15398.0,1722.0,13.6,2560,1664,16.0,2048.0,MacOS,1.24,2099.0,apple,radeon
7048,hp,15451.0,2690.0,13.3,1920,1200,16.0,512.0,Windows 11,6.84,1764.4,intel,intel
7049,acer,16980.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.77,769.0,intel,intel
7050,dell,21493.0,926.0,14.0,1920,1080,8.0,256.0,Windows 11,1.55,1024.21,intel,intel
7051,dell,13775.0,2690.0,15.6,1920,1080,64.0,2048.0,Windows 11,1.68,999.99,intel,intel
7052,dell,15853.0,1792.0,15.6,1920,1080,12.0,2048.0,Windows 11,2.41,675.0,amd,radeon
7053,dell,24971.0,3708.0,15.6,1366,768,16.0,512.0,Windows 11,2.67,1097.24,intel,t500
7054,msi,26423.0,27324.0,15.6,2560,1440,32.0,1024.0,Windows 11,2.38,2599.0,intel,geforce
7055,hp,2003.0,324.0,11.6,1366,768,4.0,32.0,Windows 10,1.34,279.79,intel,intel
7056,dell,15348.0,2690.0,13.3,1920,1200,16.0,256.0,Windows 10,0.98,1319.95,intel,intel
7057,lenovo,2499.0,4253.0,12.5,1366,768,8.0,500.0,Windows 10,2.69,207.98,intel,intel
7058,lg,17329.0,2690.0,17.0,2560,1600,16.0,512.0,Windows 11,1.32,1396.99,intel,intel
7060,hp,2350.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.92,906.15,intel,intel
7061,hp,16980.0,1476.0,15.6,1920,1080,16.0,256.0,Windows 11,1.44,782.33,intel,intel
7062,apple,1536.0,1722.0,13.6,2560,1664,8.0,256.0,MacOS,1.24,949.0,apple,radeon
7063,lg,19333.0,2690.0,17.0,2560,1600,32.0,512.0,Windows 10,1.77,2154.99,intel,intel
7064,dell,26423.0,17089.0,15.6,1920,1080,32.0,1024.0,Windows 10,2.68,1599.0,intel,geforce
7065,hp,19453.0,12783.0,19.5,1920,1080,16.0,1024.0,Windows 11,2.49,979.99,intel,geforce
7066,msi,17229.0,17089.0,15.6,1920,1080,16.0,512.0,Windows 11,1.8,1399.0,intel,geforce
7067,lenovo,6132.0,1476.0,15.6,1920,1080,12.0,512.0,Windows 11,1.77,479.79,intel,intel
7068,lenovo,20843.0,1476.0,17.3,1920,1080,20.0,512.0,Windows 10,1.78,789.0,intel,intel
7069,hp,21088.0,2690.0,16.0,1920,1200,8.0,512.0,Windows 11,2.13,1892.03,intel,intel
7070,hp,13775.0,2690.0,14.0,1920,1080,32.0,1024.0,Windows 11,1.66,928.32,intel,intel
7071,lg,19333.0,1971.0,15.6,1920,1080,16.0,512.0,Windows 10,1.15,849.0,intel,intel
7072,acer,9475.0,37.0,15.6,1920,1080,8.0,512.0,Windows 10,2.0,759.99,amd,radeon
7073,dell,23728.0,1476.0,14.0,1920,1080,16.0,1000.0,Windows 11,3.64,1045.27,intel,intel
7074,hp,15451.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.33,1846.69,intel,intel
7075,dell,15451.0,2690.0,14.0,2560,1600,32.0,512.0,Windows 10,1.53,2099.99,intel,intel
7076,lenovo,11045.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 11,1.46,889.99,intel,intel
7077,lenovo,6132.0,1476.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.7,669.0,intel,intel
7078,acer,13554.0,2690.0,14.0,1920,1080,8.0,512.0,Windows 11,1.66,587.99,intel,intel
7079,hp,3591.0,1042.0,14.0,1366,768,4.0,128.0,Windows 10,1.43,439.0,intel,intel
7080,acer,2350.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,1.58,1014.74,intel,geforce
7081,msi,8473.0,6138.0,15.6,1920,1080,12.0,256.0,Windows 10,1.86,719.99,intel,geforce
7082,dell,2502.0,1476.0,14.0,1366,768,8.0,500.0,Windows 10,1.55,229.98,intel,intel
7083,lenovo,16550.0,14691.0,16.0,1920,1080,6.0,512.0,Windows 10,2.84,949.99,intel,geforce
7084,hp,3855.0,2040.0,15.6,1920,1080,16.0,512.0,Windows 11,0.74,559.0,amd,ryzen
7085,lenovo,2527.0,324.0,11.6,1366,768,8.0,64.0,Chrome OS,0.86,317.7,intel,intel
7086,hp,10641.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 10,1.32,899.99,intel,intel
7087,dell,16980.0,1971.0,15.6,1366,768,8.0,256.0,Windows 10,1.81,699.99,intel,intel
7088,hp,18825.0,1792.0,14.0,1920,1080,16.0,512.0,Windows 11,1.6,1091.29,amd,radeon
7089,lenovo,9891.0,2690.0,15.6,1920,1080,8.0,256.0,Windows 11,1.65,539.0,intel,intel
7090,asus,29690.0,2690.0,15.6,2880,1620,16.0,1024.0,Windows 11,1.7,1449.99,intel,intel
7091,dell,26423.0,17089.0,15.6,1920,1080,64.0,2048.0,Windows 11,2.67,1979.0,intel,geforce
7092,dell,15348.0,1971.0,15.6,1920,1080,16.0,512.0,Windows 10,1.61,1167.5,intel,intel
7093,msi,44905.0,19560.0,16.0,1920,1200,64.0,512.0,Windows 11,1.7,2059.0,intel,geforce
7094,hp,1556.0,324.0,14.0,1366,768,4.0,32.0,Chrome OS,1.47,239.99,intel,intel
7095,lenovo,13004.0,324.0,15.6,1920,1080,8.0,256.0,Windows 10,1.62,349.0,intel,intel
7096,asus,11757.0,12961.0,15.6,1920,1080,8.0,512.0,Windows 10,2.0,1099.99,intel,geforce
7097,microsoft,13554.0,4253.0,13.5,2256,1504,16.0,512.0,Windows 11,2.31,1469.99,intel,intel
7098,msi,26454.0,19560.0,16.0,2560,1600,64.0,1024.0,Windows 10,2.25,1750.15,intel,geforce
7100,hp,13144.0,1792.0,17.3,1920,1080,32.0,1024.0,Windows 10,1.41,735.0,amd,radeon
7101,lenovo,44977.0,26876.0,16.0,2560,1600,32.0,1024.0,Windows 10,2.5,1989.312760603882,intel,geforce
7102,lg,14596.0,2690.0,16.0,2560,1600,16.0,512.0,Windows 11,1.2,1046.71,intel,intel
7103,acer,23284.0,7868.0,15.6,1920,1080,12.0,256.0,Windows 10,1.5,865.48,intel,geforce
7104,acer,8473.0,12961.0,15.6,1920,1080,16.0,256.0,Windows 10,2.31,899.0,intel,geforce
7105,lenovo,9891.0,2690.0,14.0,1920,1080,16.0,256.0,Windows 10,1.72,1056.0,intel,intel
7106,hp,26364.0,7108.0,14.0,2560,1600,16.0,512.0,Windows 10,1.4,1102.95,amd,radeon
7107,lg,18825.0,2040.0,16.0,1920,1200,16.0,512.0,Windows 11,1.64,833.9,amd,ryzen
7108,lenovo,1323.0,1792.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.22,569.99,amd,radeon
7109,lenovo,28523.0,1818.0,16.0,2560,1600,32.0,1024.0,Windows 10,1.52,4751.68,intel,intel
7110,hp,16980.0,2690.0,14.0,1920,1080,16.0,256.0,Windows 10,1.37,1989.312760603882,intel,intel
7111,msi,16980.0,1971.0,14.0,1920,1080,16.0,512.0,Windows 10,1.4,699.0,intel,intel
7112,dell,7460.0,1247.0,15.6,1920,1080,8.0,1024.0,Windows 10,2.22,667.79,intel,intel
7113,apple,15398.0,1722.0,13.6,2560,1664,16.0,512.0,MacOS,1.24,1299.0,apple,radeon
7114,apple,35380.0,13357.0,16.2,3456,2234,48.0,1024.0,MacOS,2.2,3999.0,apple,intel
7115,hp,27909.0,22064.0,15.6,1920,1080,16.0,512.0,Windows 10,1.96,2229.26,amd,nvidia
7116,lenovo,15500.0,1792.0,13.3,1920,1200,8.0,256.0,Windows 10,2.01,429.0,amd,radeon
7117,dell,28003.0,1476.0,15.6,1920,1080,32.0,1000.0,Windows 11,3.64,1487.63,intel,intel
7118,dell,10552.0,2690.0,14.0,1920,1080,16.0,256.0,Windows 10,1.23,724.99,intel,intel
7119,acer,20753.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.78,999.0,intel,geforce
7121,lenovo,2502.0,1476.0,14.0,1366,768,8.0,500.0,Windows 7,1.73,408.5,intel,intel
7122,dell,10552.0,2690.0,14.0,1920,1080,64.0,512.0,Windows 11,1.77,1049.0,intel,intel
7123,lenovo,1218.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,1.65,494.01,intel,intel
7124,lenovo,10641.0,926.0,15.6,1920,1080,8.0,2048.0,Windows 10,1.77,779.99,intel,intel
7125,hp,13144.0,1476.0,17.3,1920,1080,32.0,1024.0,Windows 11,1.77,764.79,amd,intel
7126,asus,48083.0,26876.0,16.0,2560,1600,32.0,1024.0,Windows 10,2.5,2118.99,intel,geforce
7127,hp,9891.0,2690.0,15.6,1920,1080,8.0,512.0,Windows 10,1.95,766.99,intel,intel
7128,dell,11027.0,1476.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.84,549.0,intel,intel
7129,acer,21525.0,10181.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.68,999.79,intel,geforce
7130,asus,16506.0,506.0,16.0,1920,1200,8.0,512.0,Windows 11,1.9,699.99,amd,radeon
7131,asus,29690.0,26876.0,14.5,2880,1800,32.0,1024.0,Windows 11,1.65,1999.99,intel,geforce
7133,dell,10346.0,926.0,15.6,1920,1080,32.0,512.0,Windows 11,2.13,1255.0,intel,intel
7134,lenovo,20851.0,37.0,14.0,1920,1200,16.0,512.0,Windows 11,1.59,949.0,amd,radeon
7135,asus,6132.0,1476.0,15.6,1920,1080,20.0,1024.0,Windows 10,1.73,499.0,intel,intel
7136,microsoft,13481.0,1971.0,13.5,2256,1504,16.0,512.0,Windows 10,1.3,1366.5,intel,intel
7137,dell,14812.0,2040.0,15.6,1920,1080,32.0,1024.0,Windows 10,1.69,999.0,amd,ryzen
7138,microsoft,13554.0,1971.0,12.4,1536,1024,16.0,512.0,Windows 10,1.13,1299.95,intel,intel
7139,asus,6132.0,1476.0,14.0,1920,1080,4.0,128.0,Windows 10,1.5,402.99,intel,intel
7140,lenovo,21088.0,22064.0,16.0,1920,1200,16.0,512.0,Windows 10,1.71,2219.0,intel,nvidia
7141,dell,9891.0,926.0,15.6,1920,1080,16.0,256.0,Windows 11,1.77,559.19,intel,intel
7142,dell,26423.0,17089.0,15.6,1920,1080,64.0,4096.0,Windows 11,2.44,2229.99,intel,geforce
7143,hp,44905.0,22064.0,16.0,1920,1200,32.0,1024.0,Windows 10,2.4,2554.5,intel,nvidia
7144,dell,7460.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.68,487.0,intel,intel
7145,hp,17441.0,7868.0,15.6,1920,1080,8.0,512.0,Windows 11,2.3,809.0,intel,geforce
7146,hp,29690.0,19560.0,13.3,2560,1600,32.0,1024.0,Windows 11,2.22,1484.49,intel,geforce
7147,samsung,20247.0,2690.0,16.0,2880,1800,16.0,512.0,Windows 11,1.55,1636.24,intel,intel
7148,lenovo,17229.0,2690.0,16.0,1920,1200,16.0,512.0,Windows 10,2.22,1149.99,intel,intel
7149,msi,23276.0,19560.0,15.6,1920,1080,64.0,2048.0,Windows 10,2.22,1249.99,intel,geforce
7150,lenovo,18462.0,2040.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.68,949.99,amd,ryzen
7151,lenovo,3919.0,1042.0,15.6,1366,768,8.0,256.0,Windows 10,0.45,364.26,intel,intel
7152,hp,27476.0,1971.0,16.0,3840,2400,32.0,1024.0,Windows 10,1.77,2199.0,intel,intel
7153,acer,23358.0,14691.0,16.0,1920,1200,16.0,512.0,Windows 11,2.7,1039.99,amd,geforce
7154,hp,9891.0,926.0,15.6,1920,1080,16.0,256.0,Windows 10,1.77,516.79,intel,intel
7155,apple,15398.0,1722.0,13.6,2560,1664,8.0,1024.0,MacOS,1.24,1499.0,apple,intel
7156,msi,10280.0,2690.0,14.0,1920,1080,16.0,1024.0,Windows 11,1.55,579.99,intel,intel
7157,apple,23805.0,6010.0,16.2,3456,2234,36.0,2048.0,MacOS,2.1,3499.0,apple,intel
7158,hp,22977.0,7108.0,15.6,1920,1080,16.0,512.0,Windows 11,1.35,1439.99,amd,radeon
