,Brand,Series,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
124,HP,Omen 17-CK100,Intel Intel Core i9 Intel Core i9-12900HX 2.9 GHz,NVIDIA GeForce RTX 3080 Ti,64 GB,17.3 Inches,2560 x 1440 pixels,2 TB SSD,Windows 11 Pro,6.06 Pounds,2619.0
125,acer,Nitro 17,AMD Ryzen 7 AMD Ryzen 7 7735HS 2.8 GHz,NVIDIA GeForce RTX 4050,32 GB,17.3 Inches,1920 x 1080,1 TB SSD,Windows 10 Home,6.61 Pounds,1449.0
126,SAMSUNG,,Intel Core i7 i7-1355U 1.7 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,5.75 Pounds,975.0
127,Dell,Dell 5000,Intel Core i7 Family i7-1260P 3 GHz,NVIDIA GeForce MX570 2GB,16 GB,16 Inches,1920x1200,512 GB SSD,Windows 11 Pro,4.1 Pounds,1299.0
128,ASUS,Vivobook 16X,Intel Core i9 i9-13900H Processor 5.4 GHz,Intel,32 GB,16 Inches,3200 X 2000 pixels,,Windows 11 Home,7 Pounds,1699.99
129,Mavark,XPS 17 9730,,NVIDIA GeForce RTX 4080,64 GB,17.3 Inches,3840 x 2400 pixels,4 TB,Windows 11 Pro,2.31 Kilograms,5599.0
130,acer,Nitro 5 17,Intel Core i5 Family Intel Core i5-12450H 2.3 GHz,NVIDIA GeForce RTX 3050,48 GB,17.3 Inches,1920 x 1080,4 TB Hybrid,Windows 11 Home,6.61 Pounds,1629.0
131,ASUS,,,NVIDIA,8 GB,15.6,1920 x 1080 pixels,256 GB,Windows 11,1.05 Pounds,539.99
132,acer,Nitro 17,AMD AMD Ryzen 7 Ryzen 7 7735HS 4.75 GHz,NVIDIA GeForce RTX 4050,16 GB,17.3 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,6.8 Pounds,1118.9
133,MSI,Katana 17,Intel Core i7 Family Intel Core i7-13620H 3.1 GHz,NVIDIA GeForce RTX 4060,32 GB,17.3 Inches,1920 x 1080,2 TB SSD,Windows 10 Pro,5.7 Pounds,1769.6
134,MSI,Vector GP76 12UGS-298,Intel Core i7 i7-12700H 1.7 GHz,NVIDIA GeForce RTX 3070 Ti,32 GB,17.3 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,9.52 Pounds,2049.89
135,ASUS,FA707NU,AMD Ryzen 7 Ryzen 7 7735HS 3.2 GHz,NVIDIA GeForce RTX 4050,64 GB,17.3 Inches,1920 x 1080 pixels,4 TB SSD,Windows 11 Pro,5.7 Pounds,2389.99
136,MSI,Pulse GL76 12UGK,Intel Intel Core i7 i7-12700H 4.7 GHz,NVIDIA GeForce RTX 3070,32 GB,17.3 Inches,1920x1800,1 TB SSD,Windows 11 Home,6.2 Pounds,1495.0
137,ASUS,ROG Strix G17,AMD Ryzen 9 AMD Ryzen 9 7945HX Mobile 5.4 GHz,NVIDIA GeForce RTX 4070,16 GB,17.3 Inches,2560 x 1400 pixels,1 TB SSD,Windows 11 Home,5.9 Pounds,1959.99
138,Dell,Latitude,Intel Core i7 Family 1255U 1.2 GHz,Intel Iris Xe Graphics,32 GB,15.6 Inches,1920x1080,2 TB SSD,Windows 11 Pro,3.5 Pounds,1599.99
139,HP,,Intel Core i5 3.4 GHz,NVIDIA GeForce RTX 3050,32 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,5.06 Pounds,760.99
140,DELL,Inspiron 15 i3520,Intel Core i7 Family Intel Core i7-1255U 3.1 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,3.7 Pounds,949.0
141,ASUS,Vivobook Pro 16X,Intel Core i7 Family Intel Core i7-12650H 2.9 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 10 Home,4.4 Pounds,1399.0
142,Lenovo,LOQ 15APH8,AMD AMD Ryzen 7 AMD Ryzen 7 7840HS 4 GHz,NVIDIA GeForce RTX 4050,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,,1159.0
143,ASUS,ASUS TUF Gaming,AMD Ryzen 7 AMD Ryzen 7-7735HS 3.2 GHz,AMD Radeon RX7600S V8G Graphics,16 GB,16 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,4.85 Pounds,997.49
144,MSI,Summit E16Flip A13VFT-060US,Intel Core i7 Intel® Core™ i7-1360P 2.2 GHz,Intel Iris,32 GB,16 Inches,2560 x 1600,2 TB SSD,Windows 11 Pro,4.6 Pounds,1999.0
145,Dell,Dell Precision,Intel Core i7 Core i7-6820HQ 2.7 GHz,Intel HD Graphics,8 GB,17.3 Inches,1920 x 1080 pixels,,Windows 10 Pro,11.8 Pounds,449.0
146,ASUS,VivoBook Pro 16,Intel Core i9 I9-13900H 5.4 GHz,NVIDIA GeForce RTX 4060,16 GB,16 Inches,3840 x 2160 pixels,1 TB SSD,Windows 11 Home,7.2 Pounds,1399.99
147,Dell,Precision 3550 Laptop,Intel Core i7 1.8 GHz,Nvidia Quadro P520 2GB,32 GB,15.6 Inches,1366x768,1000 GB SSD,Windows 10 Pro,4.1 Pounds,1185.02
148,MSI,GF63 Thin 11UC-1246,Intel Core i7 Intel® Core™ i7-11800H 2.4 GHz,NVIDIA GeForce RTX 3050,32 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,7.3 Pounds,1029.0
149,acer,Acer Nitro 5 AN515-55-53E5,Intel Core i5 Core i5-10300H 4.5 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Home,5.1 Pounds,703.0
150,ASUS,Rog Strix Scar G533Z,Intel Intel Core i9 Intel Core i9-12900H 3.1 GHz,NVIDIA GeForce RTX 3070 Ti,32 GB,15.6 Inches,2560 x 1440,1 TB SSD,Windows 11 Home,5.07 Pounds,2249.0
151,Dell,Dell Inspiron,AMD Ryzen 7 5825U 4.5 GHz,AMD Radeon Graphic,16 GB,14 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Pro,3.4 Pounds,659.0
152,ASUS,X512DA-BTS2020RL,AMD Ryzen 5 1400 X512DA-BTS2020RL 2.1 GHz,AMD Radeon Vega 8,8 GB,15.6 Inches,1920 x 1080 pixels,,Windows 10,3.7 Pounds,427.0
153,ASUS,Zenbook Pro 14,Intel Core i9 I9-13900H 5.4 GHz,NVIDIA GeForce RTX 4060,16 GB,14.5 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Home,3.6 Pounds,1799.99
154,Asus,ZenBook Pro 15,AMD Ryzen 9 Ryzen 9 5900HX 2.6 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,4.41 Pounds,1389.0
155,acer,PT315-53-7691,Intel Core i7 i7-11800H 4.6 GHz,NVIDIA GeForce RTX 3070,16 GB,15.6 Inches,2560 x 1440 pixels,1 TB SSD,Windows 10 Home,4.4 Pounds,1636.5
156,Dell,G16 7630,Intel Intel Core i9 Intel Core i9-13900HX 3.1 GHz,NVIDIA GeForce RTX 4070,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Home,6.3 Pounds,2249.0
157,HP,Pavilion 15-EG300,Intel Core i7 Family Intel Core i7-1355U 3.2 GHz,"NVIDIA GeForce MX550 Graphics, 2GB",24 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Home,,1219.0
158,Dell,Vostro 7620 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050 Ti,24 GB,16 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Pro,4.46 Pounds,1274.36
159,ASUS,ASUS TUF Gaming F17,NVIDIA Core i5 Family Intel Core i5-11400H 2.7 GHz,NVIDIA GeForce RTX 3050,8 GB,17.3 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,5.73 Pounds,999.0
160,MSI,GF65,Intel Core i5 Family Core i5-9300H 2.4 GHz,NVIDIA GeForce GTX 1660Ti,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,4.1 Pounds,939.99
161,acer,Nitro V,Intel Intel Core i5 i5-13420H 2.1 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1926 x 1080 pixels,,Windows 11 Home,4.66 Pounds,799.99
162,Dell,Dell XPS 15 9710 Laptop,Intel Intel Core i7 i7-11800H 2 GHz,NVIDIA Quadro GTX 3050 4GB GDDR6,32 GB,17 Inches,3840 x 2400 pixels,2 TB SSD,Windows 10 Pro,4.6 Pounds,1049.99
163,MSI,Pulse GL76 12UGK-258,Intel Core i7 i7-12700H 1.7 GHz,NVIDIA GeForce RTX 3070,16 GB,17.3 Inches,1920 x 1080 pixels,,Windows 11 Home,,1351.44
164,Dell,Dell Precision,Intel Core i7 Family i7-9850H 2.6 GHz,NVIDIA,16 GB,17.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,,660.26
165,ASUS,ASUS ROG STRIX SCAR Gaming Laptop,AMD Ryzen 9 Ryzen 9 5900HX 3.4 GHz,NVIDIA GeForce RTX 3080,64 GB,15.6 Inches,1920x1080,4 TB SSD,Windows 11 Pro,5.08 Pounds,2649.0
166,acer,Acer Predator Series,Intel Core i7 Core i7-7700HQ 2.8 GHz,NVIDIA GeForce GTX 1060,16 GB,15.6 Inches,1920 x 1080 pixels,"1000 GB Hybrid Drive, SATA",Windows 10 Home,6 Pounds,1349.0
167,ASUS,Zenbook Pro 14 Duo,Intel Intel Core i9 Intel Core i9-13900H 5.4 GHz,NVIDIA GeForce RTX 4050,32 GB,14.5 Inches,2880 x 1800 pixels,1 TB SSD,Windows 11 Home,9.6 Pounds,2183.27
168,ASUS,VivoBook Pro 15X OLED,Intel Core i7 Intel Core i7-12650H 4.7 GHz,NVIDIA GeForce RTX 3060,16 GB,15.6 Inches,2880 x 1620 pixels,,Windows 11 Home,4.63 Pounds,1279.0
169,MSI,Sword 15 A12VF,Intel Core i7 Family Intel Core i7-12650H 2.4 GHz,NVIDAI GeForce RTX 4060,64 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 10 Home,,1709.0
170,acer,Acer Predator Series,Intel Core i7 Core i7-8750H 4.1 GHz,NVIDIA GeForce GTX 1060,16 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,5.5 Pounds,899.0
171,DELL,G7620 16 inch,Intel Intel Core i9 Intel Core i9-12900H 3.1 GHz,NVIDIA GeForce RTX 3070,64 GB,16 Inches,2560 x 1600,2 TB SSD,Windows 11 Home,,2269.0
172,MSI,GF63 10SCXR-222,Intel Core i5 Family Intel Core i5-10300H 2.5 GHz,Nvidia GTX 1650 Max-Q 4GB,12 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,4.1 Pounds,719.99
173,ASUS,Creator Q530,Intel Core i7 Family Intel Core i7-13620H 3.1 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,3.97 Pounds,1149.0
174,LG,Gram 16 Pro,Intel Core i7 Family Intel Core i7-1360P 2.9 GHz,NVIDIA GeForce RTX 3050,32 GB,16 Inches,2560 x 1600 pixels,2 TB SSD,Windows 11 Pro,2.86 Pounds,2019.99
175,MSI,Stealth 15M B12UE-040,Intel Core i7 i7-1260P 4.7 GHz,NVIDIA GeForce RTX 3060,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,6.5 Pounds,1179.99
176,Dell,XPS 17 9720,Intel Core i7 Family i7-12700H 2.9 GHz,NVIDIA GeForce RTX 3060,64 GB,17 Inches,3840x2400,4 TB SSD,Windows 11 Pro,5.3 Pounds,3799.0
177,Corsair,VOYAGER a1600,AMD Ryzen 9 6900HS 5 GHz,AMD Radeon RX 6800M,32 GB,16 Inches,2560 x 1600 pixels,2 TB SSD,Windows 11 Home,2.4 Kilograms,1399.99
178,MSI,Katana 17 B13VGK,Intel Intel Core i9 Intel Core i9-13900H 3.1 GHz,NVIDIA GeForce RTX 4070,64 GB,17.3 Inches,1920 x 1080,4 TB SSD,Windows 11 Pro,,2449.0
179,Dell,Inspiron 3000,AMD Ryzen 7 1.9 GHz,NVIDIA GeForce MX550,32 GB,15.6 Inches,1920x1080,1 TB SSD,Windows 11 Pro,3.7 Pounds,1249.0
180,acer,Nitro 5 17,Intel Core i5 Family Intel Core i5-12450H 2.4 GHz,NVIDIA GeForce RTX 3050,32 GB,17.3 Inches,1920 x 1080,1 TB Hybrid,Windows 11 Pro,6.61 Pounds,1299.0
181,LENOVO,Legion Pro 5,Intel Intel Core i9 13th Intel Core i9-13900HX 2.9 GHz,NVIDIA GeForce RTX 4070,64 GB,16 Inches,2560 x 1600,4 TB SSD,Windows 11 Home,5.6 Pounds,2879.0
182,Lenovo,IdeaPad Gaming 3i,Intel Core i5 Family Intel Core i5-11300H 2.2 GHz,NVIDIA GeForce GTX 1650,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,4.96 Pounds,829.0
183,ASUS,Creator Laptop Q,Intel Core i7 Family Intel Core i7-13620H 2.9 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Pro,3.97 Pounds,1529.99
184,Dell,XPS 9730 Laptop,Intel Core i9,NVIDIA GeForce RTX 4070,32 GB,17 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,2656.49
185,GIGABYTE,AERO 16 OLED BSF-A3US964SP,Intel Core i9 13900H 5.4 GHz,NVIDIA GeForce RTX 4070,32 GB,16,3840 x 2400 pixels,1 TB SSD,Windows 11 Pro,4.6 Pounds,2299.0
186,MSI,M16 A12UC,,Integrated,,16 Inches,,,No OS,,1499.99
187,ASUS,Vivobook 14X,Intel Core i7 i7-13700H Processor 5 GHz,NVIDIA GeForce RTX 2050,16 GB,14 Inches,1920 x 1200 pixels,1 TB SSD,Windows 11 Home,14 Pounds,1059.59
188,Dell,Dell XPS 15 7590 Laptop,Intel Core i7 i7-9750H 2.6 GHz,NVIDIA GeForce GTX 1650,32 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 10 Pro,4.6 Pounds,1389.0
189,MSI,Summit E14 A11SCS-088,Intel Core i7 Family 1185G7 4.8 GHz,NVIDIA GTX 1650 Ti MAX-Q,16 GB,14 Inches,3840 x 2160 pixels,,Windows 10 Pro,2.84 Pounds,910.05
190,ASUS,Zenbook Pro 16,Intel Core i7 Intel Core i7-12650H 4.7 GHz,NVIDIA GeForce RTX 3070 Ti,64 GB,16 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Home,5.1 Pounds,1446.99
191,acer,PH317-56-70XJ,Intel Core i7 i7-12700H 4.7 GHz,NVIDIA GeForce RTX 3060,16 GB,17.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,6.61 Pounds,1636.99
192,ASUS,TUF516PE-AB73,Intel Core i7 Family Intel Core i7-11370H 3.3 GHz,NVIDIA GeForce RTX 3050 Ti,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,4.41 Pounds,1099.99
193,ASUS,ASUS ROG Zephyrus 14,AMD Ryzen 7 5800HS 4.6 GHz,NVIDIA GeForce RTX 3060,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,3.63 Pounds,932.99
194,HP,HP-14-DK1022WM,AMD Ryzen 3 2200U 2.6 GHz,AMD Radeon Vega 3,8 GB,14 Inches,1366 x 768 pixels,256 GB SSD,Windows 10,3.33 Pounds,479.99
195,ASUS,ASUS TUF Dash F15,Intel Core i7 Family i7-11370H 3.1 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920x1080,512 GB SSD,Windows 11 Pro,4.42 Pounds,1179.0
196,Mavark,Legion Pro 7i,Intel Intel Core i9 13th Gen Intel Core i9-13900HX 5.4 GHz,GeForce RTX 4080 with 12 GB GDDR6 VRAM,64 GB,16 Inches,2560 x 1600 pixels,8 TB SSD,Windows 11 Pro,,4299.0
197,ASUS,ASUS TUF Gaming A17,AMD Ryzen 5 4600H AMD Ryzen 5 4600H 3 GHz,NVIDIA GeForce GTX 1650,8 GB,17.3 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,5.73 Pounds,879.0
198,Lenovo,Lenovo IdeaPad Gaming 3i,Intel Core i5 Family Intel Core i5-11300H 2.2 GHz,NVIDIA GeForce GTX 1650,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,4.96 Pounds,879.0
199,GIGABYTE,AORUS 17H BXF-74US554SH,Intel Core i7 13700H 5 GHz,NVIDIA GeForce RTX 4080,16 GB,17.3 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,6 Pounds,1902.2
200,acer,SFX14-41G-R0SG,AMD Ryzen 5 Ryzen 5 5600U 4.2 GHz,NVIDIA GeForce RTX 3050,8 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,3.3 Pounds,629.99
201,ASUS,,AMD,NVIDIA GeForce RTX 2060,16 GB,15.6 Inches,1920 x 1080 pixels,,Windows 10 Home,4.85 Pounds,879.0
202,acer,Acer Nitro,AMD Corei5-10300H 2.5 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 10 Home,7.88 Pounds,747.99
203,Lenovo,ThinkPad P16 G1,Intel Core i7 Family Intel i7-12800HX 3 GHz,NVIDIA RTX A1000 4GB Graphics,64 GB,16 Inches,3840x2400,4 TB SSD,Windows 11 Pro,6.5 Pounds,2499.0
204,MSI,MSI,Intel Core i7 4.7 GHz,NVIDIA GeForce RTX 4060,32 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,4.1 Pounds,1018.49
205,HP,hp,AMD Ryzen 3 3250U ryzen 3 3.5 GHz,AMD Radeon Vega 3,16 GB,14 Inches,1366 x 768 pixels,1 TB HDD,Windows 10,3.3 Pounds,489.0
206,MSI,GE76-12UE,Intel Intel Core i9 Intel Core i9-12900H 2.3 GHz,NVIDIA GeForce RTX 3060,64 GB,17.3 Inches,1920x1080,2 TB SSD,Windows 10 Pro,6 Pounds,2479.99
207,Lenovo,‎‎IdeaPad L340-15IRH Gaming,Intel Core i7 Family 13700H 5 GHz,NVIDIA GeForce RTX 4060,64 GB,15.6 Inches,1920 x 1080 pixels,2 TB SSD,Windows 11 Home,5.3 Pounds,1599.0
208,HP,Omen 17T-CK200,Intel Intel Core i9 Intel Core i9-13900HX 2.9 GHz,NVIDIA GeForce RTX 4090,32 GB,17.3 Inches,2560 x 1440,8 TB SSD,Windows 10 Pro,6.17 Pounds,4339.0
209,MSI,Thin GF63 12VE,Intel Core i5 Family 12450H 4.4 GHz,NVIDIA GeForce RTX 4050,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,4.1 Pounds,949.0
210,Dell,Precision 7730,Intel Xeon 2.9 GHz,NVIDIA Quadro P3200,16 GB,17.3 Inches,1600 x 900,1 TB SSD,Windows 10 Pro,4 Pounds,749.99
211,GIGABYTE,AORUS 7 9KF-E3US513SH,Intel Core i5 12500H 1.7 GHz,NVIDIA GeForce RTX 4060,16 GB,17.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,5.95 Pounds,1049.0
212,ASUS,Vivobook Pro 16X,Intel Core i7 Family Intel Core i7-12650H 2.8 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,16 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Home,4.41 Pounds,1399.99
213,MSI,Thin GF63 12UC-824US,Intel Core i7 i7-12650H 1.7 GHz,NVIDIA GeForce RTX 3050,32 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,4.1 Pounds,999.0
214,Lenovo,IdeaPad 1,AMD AMD A6 81VS009GUS 1.6 GHz,AMD Radeon R4,4 GB,14 Inches,1920 x 1080 pixels,64 GB SSD,Windows 10 S,3.1 Pounds,164.0
215,MSI,Creator Z17HXStudio A13VGT-065US,Intel Core i9 i9-13950HX 2.2 GHz,NVIDIA GeForce RTX 4070,64 GB,17 Inches,2560 x 1440 pixels,2 TB SSD,Windows 11 Pro,,3587.99
216,Dell,Vostro 7620 Laptop,Intel Core i7,NVIDIA GeForce RTX 3050,,16 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Home,4.46 Pounds,1235.09
217,acer,PT316-51s-7397,Intel Core i7 i7-12700H 4.7,NVIDIA GeForce RTX 3060,16 GB,16 Inches,2560 x 1600 pixels,,Windows 11 Home,5.29 Pounds,1139.0
218,Lenovo,"IdeaPad 1 14ADA05 82GW009WUS 14"" Notebook",AMD Athlon 1 1.4 GHz,AMD Athlon Silver,4 GB,14 Inches,1920 x 1080 pixels,128 GB SSD,Windows 11 Home,1 Pounds,199.0
219,GIGABYTE,AORUS 17X AXF-B4US694SP,Intel Core i9 13900HX 5.4 GHz,NVIDIA GeForce RTX 4080,16 GB,17.3 Inches,2560 x 1440 pixels,1 TB SSD,Windows 11 Pro,6.17 Pounds,2399.0
220,HP,HP Omen 16 144Hz i7 3060,Intel Core I7 11800H i7-11800H 2.3 GHz,NVIDIA GeForce RTX 3060 6GB Dedicated,64 GB,16.1 Inches,1920x1080,1 TB SSD,Windows 11,5.1 Pounds,1719.0
221,ASUS,ROG Strix G15,Intel Corei7-10750H Core i7-10750H 5 GHz,NVIDIA® GeForce RTX™ 2060,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,5.3 Pounds,899.99
222,ASUS,Zenbook Pro 14 Duo,Intel Core i9 I9-13900H 5.4 GHz,NVIDIA GeForce RTX 4060,32 GB,14.5 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Home,9.8 Pounds,2299.0
223,Dell,Dell G15 5530 Gaming Laptop,Intel Core i7 Family 13650HX 4.9 GHz,NVIDIA GeForce RTX 4060,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,5.84 Pounds,1169.0
224,Dell,Dell G5,Intel Core i7 Family 5 GHz,NVIDIA GeForce GTX 1650 Ti,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,5.2 Pounds,888.0
225,HP,HP Omen 17T-CK200,Intel Intel Core i9 Intel Core i9-13900HX 3 GHz,NVIDIA GeForce RTX 4090,64 GB,17.3 Inches,2560 x 1440,4 TB SSD,Windows 11 Pro,6.17 Pounds,4019.0
226,HP,HP Omen 17T-CK200,Intel Intel Core i9 Intel Core i9-13900HX 3 GHz,NVIDIA GeForce RTX 4090,64 GB,17.3 Inches,2560 x 1440,4 TB SSD,Windows 11 Pro,6.17 Pounds,4019.0
227,GIGABYTE,GIGABYTE G5 KF5,Intel Core i7 Family Intel Core i7-12650H 2.5 GHz,NVIDIA GeForce RTX 4060,24 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Pro,,1259.0
228,Lenovo,ThinkPad P14s Gen 2,Intel Core i7 Family Intel Core i7-1185G7 3.3 GHz,NVIDIA Quadro T500 Graphics,32 GB,14 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,3.2 Pounds,1339.0
229,acer,Aspire 7,AMD Ryzen 5 AMD Ryzen 5 5625U 2.2 GHz,NVIDIA GeForce RTX 3050,32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,4.74 Pounds,909.0
230,Best Notebooks,i7620-7648GRE,Intel Intel Core i7 12th Gen Intel Core i7-1260P 4.8 GHz,"GeForce MX550, 2 GB GDDR6",64 GB,16 Inches,3840 x 2160 pixels,2 TB,Windows 11 Pro,4.62 Pounds,2999.0
231,MSI,Creator Z16,Intel Core i7 Family Intel Core i7-12700H 2.9 GHz,NVIDIA GeForce RTX 3060,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Home,5.4 Pounds,1699.0
232,ASUS,ASUS Vivobook 16X,Intel Intel Core i9 Intel Core i9-13900H 3 GHz,NVIDIA GeForce RTX 4050,32 GB,16 Inches,1920 x 1200,1 TB SSD,Windows 10 Home,3.97 Pounds,1659.0
233,Alienware,Alienware m15 R7 Gaming Laptop,Intel Core i9 Core i9 12900H 5 GHz,NVIDIA GeForce RTX 3080,32 GB,15.6 Inches,2560 x 1440 pixels,1 TB SSD,Windows 11 Home,5.9 Pounds,2349.0
234,MSI,Pulse 17 B13VGK-888US,Intel Core i7-13700K Intel® Core™ i7-13620H 2.4 GHz,NVIDIA GeForce RTX 4070,16 GB,17 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,5.95 Pounds,1399.0
235,asus,ASUS ROG Zephyrus,AMD AMD Ryzen 7 5800HS 4.4 GHz,NVIDIA GeForce RTX 3060,24 GB,14 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,3.53 Pounds,1129.99
236,Dell,Dell XPS 17 9700 Laptop,Intel Intel Core i7 i7-10875H 2 GHz,NVIDIA GeForce GTX 1050 Ti,16 GB,17 Inches,1920x1200,1 TB SSD,Windows 11 Pro,4.6 Pounds,899.99
237,ASUS,ZenBook Pro 15,AMD Ryzen 9 AMD Ryzen 9 5900HX 2.9 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,4.41 Pounds,1499.0
238,Dell,Vostro 7620,Intel Core i7 Family Intel Core i7-12700H 2.9 GHz,NVIDIA GeForce RTX 3050 Ti,8 GB,16 Inches,1920 x 1200,1 TB SSD,Windows 11 Pro,4.1 Pounds,1209.99
239,acer,Aspire 7,Intel Core i5 Family Intel Core i5-1240P 2.7 GHz,NVIDIA GeForce RTX 3050,24 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,2.1 Kilograms,869.0
240,MSI,Pulse 15 B13VGK-1262US,Intel Core i7 i7-13620H 2.4 GHz,NVIDIA GeForce RTX 4070,32 GB,15.6 Inches,2560 x 1440 pixels,1 TB SSD,Windows 11 Pro,9.2 Pounds,1599.0
241,MSI,GF63 Thin 10SCXR,Intel Core i5 Family Intel Core i5-10500H 2.6 GHz,NVIDIA GeForce GTX 1650,32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Pro,4.1 Pounds,959.0
242,ASUS,,Intel Core i5 Core i5-9300H 2.4 GHz,NVIDIA GeForce GTX 1650,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB,Windows 10 Home,4.85 Pounds,599.0
243,MSI,,Intel Intel Core i5 11SC-6 2.7 GHz,NVIDIA GeForce GTX 1650,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB HDD,Windows 10,4.1 Pounds,579.0
244,Dell,Dell 5000,Intel Core i7 Family 3 GHz,Intel NVIDIA GeForce MX570 Graphics,32 GB,14 Inches,2240x1400,1 TB SSD,Windows 11 Pro,3.42 Pounds,1229.3
245,Lenovo,Legion 5 Pro,AMD Ryzen 9 6900HX 3.3 GHz,NVIDIA GeForce RTX 3070,16 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Home,,1499.99
246,acer,Nitro 5 AN517,AMD AMD Ryzen 7 AMD Ryzen 7 6800H 3.2 GHz,NVIDIA GeForce RTX 3050 Ti,3.2 GB,17.3 Inches,1920 x 1080 pixels,2 TB SSD,Windows 11 Home,6.6 Pounds,1149.99
247,acer,Nitro 17,AMD Ryzen 7 AMD Ryzen 7 7735HS 3 GHz,NVIDIA GeForce RTX 4050,48 GB,17.3 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,,1549.0
