Brand,CPU Mark,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,OS,Weight,Price
Dell,17441.0,926.0,14.1,1920,1080,8.0,256.0,Windows 10,2.86,398.0
Dell,24971.0,1476.0,13.3,1920,1080,32.0,512.0,Windows 10,1.2,903.2
Asus,29690.0,19560.0,16.0,1920,1200,16.0,512.0,Windows 11,3.39,1199.99
Lenovo,16980.0,4253.0,16.0,1920,1200,8.0,512.0,Windows 11,2.0,605.9
Acer,18753.0,12961.0,15.6,1926,1080,8.0,256.0,Windows 11,2.12,799.99
Asus,6132.0,1476.0,14.0,1366,768,12.0,1024.0,Windows 10,2.05,449.0
Lenovo,9891.0,2690.0,13.3,2560,1600,8.0,256.0,Windows 10,2.22,999.99
HP,11027.0,1476.0,15.6,1366,768,16.0,512.0,Windows 11,2.28,480.0
Dell,14043.0,4253.0,14.0,1920,1200,16.0,256.0,Windows 10,2.07,999.99
LG,17229.0,2690.0,17.0,2560,1600,16.0,512.0,Windows 11,2.57,1299.0
Apple,15398.0,2152.0,15.3,2880,1864,24.0,512.0,Windows 10,1.5,1899.0
Asus,28003.0,19560.0,16.0,1920,1200,32.0,2048.0,Windows 11,2.58,1699.0
Dell,17229.0,4601.0,16.0,3840,2400,16.0,512.0,Windows 11,1.77,949.0
MSI,13775.0,8274.0,15.6,1920,1080,16.0,512.0,Windows 11,1.75,879.99
Lenovo,2187.0,1476.0,12.5,1366,768,8.0,128.0,Windows 10,1.59,201.98
Dell,12421.0,4253.0,14.0,1920,1080,32.0,1000.0,Windows 11,3.64,987.51
Dell,26423.0,12961.0,16.0,2560,1600,64.0,4096.0,Windows 11,2.45,2119.99
Dell,26423.0,17089.0,17.0,3840,2400,32.0,1024.0,Windows 10,1.62,3109.0
Dell,21493.0,2690.0,13.3,1920,1080,8.0,256.0,Windows 11,1.25,789.81
Lenovo,23656.0,23757.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.41,1799.0
Acer,9491.0,1476.0,15.6,1920,1080,4.0,128.0,Windows 10,1.77,356.78
Dell,11045.0,2690.0,13.4,3456,2234,16.0,512.0,Windows 11,1.27,1084.21
Dell,23728.0,12961.0,15.6,1920,1200,32.0,1000.0,Windows 11,3.64,1780.0
Dell,7460.0,1247.0,15.6,1920,1080,32.0,128.0,Windows 10,2.13,629.79
Dell,7460.0,1247.0,15.6,1920,1080,12.0,256.0,Windows 10,2.22,599.79
Lenovo,1628.0,333.0,15.6,1360,768,4.0,500.0,Windows 10,2.1,679.77
Acer,9891.0,4253.0,17.3,1920,1080,8.0,512.0,Windows 11,1.68,753.94
Other,20247.0,2690.0,14.0,2880,1800,16.0,512.0,Windows 11,1.38,1308.99
MSI,23276.0,17089.0,16.0,2560,1600,32.0,1024.0,Windows 10,2.77,1599.0
Dell,15287.0,1971.0,15.6,1920,1080,16.0,512.0,Windows 10,1.61,1489.95
Lenovo,13481.0,1476.0,14.0,1920,1080,8.0,256.0,Windows 10,1.65,577.38
Asus,10346.0,926.0,14.0,1920,1080,8.0,512.0,Windows 10,1.17,1011.85
Dell,23728.0,12961.0,15.6,3456,2160,64.0,1000.0,Windows 11,3.64,2321.41
Dell,28003.0,8274.0,15.6,1920,1200,64.0,4096.0,Windows 10,1.91,2409.0
Lenovo,9475.0,1124.0,15.6,1920,1080,8.0,256.0,Windows 11,1.77,488.99
Dell,2003.0,1476.0,11.6,1366,768,4.0,32.0,Other,1.61,199.0
Other,15287.0,2690.0,15.6,1920,1080,16.0,256.0,Windows 11,1.59,899.99
HP,9891.0,2690.0,17.3,1600,900,32.0,512.0,Windows 11,2.68,688.79
HP,13554.0,2690.0,14.0,1920,1080,8.0,1024.0,Windows 11,2.1,687.79
Other,11471.0,1792.0,15.0,1920,1080,8.0,256.0,Windows 10,1.47,654.99
Lenovo,10346.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.51,1099.99
Lenovo,9891.0,2690.0,14.0,1920,1080,8.0,256.0,Windows 10,1.68,1299.99
MSI,29690.0,19560.0,15.6,1920,1080,32.0,1024.0,Windows 10,2.25,1599.0
Dell,21493.0,2690.0,14.0,1920,1200,16.0,256.0,Windows 11,1.32,1467.21
HP,1556.0,324.0,15.6,1920,1080,8.0,128.0,Windows 10,1.54,399.0
MSI,26423.0,17089.0,17.3,1920,1080,16.0,1024.0,Windows 11,4.32,1899.0
HP,27909.0,7108.0,14.0,1920,1200,32.0,512.0,Windows 10,1.4,1499.0
HP,6132.0,1476.0,15.6,1366,768,8.0,256.0,Windows 10,1.72,469.79
HP,9891.0,926.0,15.6,1920,1080,16.0,256.0,Windows 11,1.77,636.79
Apple,15398.0,2152.0,15.3,2880,1864,16.0,2048.0,Windows 10,1.5,2299.0
Dell,15287.0,1971.0,15.6,1920,1080,16.0,256.0,Windows 10,1.61,1349.0
Lenovo,20247.0,22064.0,16.0,1920,1200,16.0,512.0,Windows 10,1.71,1869.0
MSI,28523.0,23757.0,15.6,2560,1440,32.0,1024.0,Windows 11,2.1,1793.91
Dell,23062.0,4253.0,14.0,1366,768,8.0,1000.0,Windows 10,1.38,805.02
Asus,9891.0,2690.0,15.6,1920,1080,12.0,512.0,Windows 11,2.96,759.91
Dell,15853.0,1792.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.98,599.99
Asus,23276.0,22459.0,15.6,1920,1080,64.0,2048.0,Windows 11,2.0,1529.79
Lenovo,15348.0,1971.0,16.0,1920,1200,16.0,256.0,Windows 10,1.7,1566.5
Lenovo,18825.0,1792.0,16.0,1920,1200,16.0,512.0,Windows 11,2.22,864.0
Acer,10346.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.9,669.98
LG,19333.0,12961.0,16.0,2560,1600,32.0,8192.0,Windows 11,1.32,2699.0
HP,6132.0,926.0,15.6,1920,1080,32.0,512.0,Windows 10,1.77,539.79
Lenovo,20843.0,2690.0,15.6,1920,1080,8.0,2048.0,Windows 11,2.68,624.79
HP,15287.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.4,1663.95
LG,10346.0,2690.0,16.0,2560,1600,16.0,1024.0,Windows 11,1.18,1610.05
Dell,26423.0,2690.0,14.0,2240,1400,16.0,2048.0,Windows 11,1.68,1039.0
Dell,13554.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.91,470.0
Apple,21543.0,6344.0,14.2,3024,1964,32.0,1024.0,Windows 10,1.6,2699.0
Lenovo,15287.0,1971.0,16.0,1920,1200,16.0,512.0,Windows 10,1.8,956.5
Acer,1417.0,324.0,15.6,1366,768,4.0,32.0,Other,1.77,222.75
HP,18462.0,2040.0,15.6,1920,1080,16.0,512.0,Windows 10,1.82,969.99
Dell,15287.0,1971.0,14.0,1920,1080,16.0,512.0,Windows 10,1.39,1343.5
Apple,15398.0,1722.0,13.6,2560,1664,16.0,1024.0,Windows 10,1.24,1699.0
Dell,23728.0,17089.0,17.0,3840,2160,32.0,2000.0,Windows 11,3.64,2508.7
Lenovo,23896.0,12961.0,14.5,3072,1920,32.0,1024.0,Windows 11,2.77,1189.99
MSI,26454.0,19560.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.1,1599.0
Asus,26454.0,12961.0,15.6,1920,1080,16.0,2048.0,Windows 11,1.68,1329.99
Lenovo,21088.0,22064.0,16.0,3840,2400,32.0,1024.0,Windows 10,1.71,2699.0
HP,24971.0,2690.0,17.3,1920,1080,32.0,1024.0,Windows 11,2.55,1449.0
Lenovo,26423.0,8274.0,16.0,2560,1600,16.0,1024.0,Windows 11,2.18,1499.99
Asus,26423.0,26876.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.6,1399.99
Asus,17229.0,926.0,15.6,1920,1080,16.0,512.0,Windows 11,1.79,1111.95
HP,2094.0,1792.0,14.0,1920,1200,4.0,32.0,Other,1.77,385.0
Dell,19333.0,1971.0,13.4,3456,2160,16.0,512.0,Windows 10,1.23,1700.93
Lenovo,20851.0,216.0,13.3,1920,1200,16.0,512.0,Windows 11,1.81,1199.99
Acer,2531.0,124.0,13.3,1920,1080,4.0,64.0,Other,1.71,285.99
Lenovo,38538.0,22064.0,16.0,2560,1600,32.0,1024.0,Windows 10,2.9,2984.51
Lenovo,14043.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,2.15,2136.99
HP,15287.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.33,1827.5
Dell,10346.0,2690.0,13.3,1920,1080,16.0,512.0,Windows 11,1.27,1085.0
Lenovo,3089.0,1476.0,15.6,1920,1080,4.0,128.0,Windows 11,1.09,249.99
HP,9716.0,1792.0,14.0,1920,1200,32.0,1024.0,Windows 11,1.47,464.99
Dell,20753.0,85.0,17.0,3840,2400,32.0,2048.0,Windows 10,2.09,1049.99
MSI,26423.0,17089.0,17.3,1920,1080,32.0,1024.0,Windows 11,2.9,1649.0
Lenovo,17329.0,2690.0,13.3,2560,1600,8.0,256.0,Windows 10,1.38,549.0
Dell,10641.0,4253.0,13.3,1366,768,8.0,256.0,Windows 10,1.59,499.0
Asus,2350.0,7320.0,15.6,1920,1080,16.0,512.0,Other,1.78,1629.79
HP,17441.0,1476.0,15.6,1920,1080,12.0,512.0,Windows 10,1.85,610.0
Asus,26454.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,2.5,1088.88
Acer,10346.0,2690.0,14.0,1920,1080,8.0,512.0,Windows 10,1.2,579.99
Dell,23276.0,4253.0,15.6,1920,1080,64.0,2000.0,Windows 11,1.59,1354.81
MSI,20450.0,2690.0,14.0,1920,1080,32.0,2048.0,Windows 11,1.29,1369.0
MSI,19333.0,1344.0,13.4,1920,1200,32.0,1024.0,Windows 11,2.08,1256.99
Acer,9891.0,2690.0,14.0,1920,1080,8.0,512.0,Windows 11,1.61,679.99
Acer,23284.0,7868.0,15.6,1920,1080,16.0,256.0,Windows 10,2.47,896.99
Asus,21133.0,1792.0,17.3,1920,1080,8.0,512.0,Windows 11,1.8,779.0
Apple,15398.0,2152.0,15.3,2880,1864,16.0,512.0,Windows 10,1.5,1699.0
Lenovo,17229.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.39,1199.99
Apple,35380.0,13357.0,14.2,3024,1964,48.0,4096.0,Windows 10,1.6,4699.0
Dell,1218.0,4253.0,13.3,1920,1080,4.0,1000.0,Windows 11,1.23,452.75
Lenovo,16980.0,1971.0,14.0,1920,1080,16.0,256.0,Windows 10,1.5,1098.95
Lenovo,2094.0,1792.0,14.0,1920,1080,4.0,32.0,Other,2.35,394.99
Lenovo,8641.0,2690.0,13.3,1920,1080,16.0,512.0,Windows 10,2.12,669.99
Acer,1354.0,124.0,13.3,1366,768,4.0,128.0,Other,1.21,530.99
Lenovo,14922.0,1792.0,14.0,1920,1080,16.0,512.0,Windows 10,2.66,769.99
Asus,20356.0,1792.0,16.0,1920,1080,40.0,2048.0,Windows 11,1.7,759.99
HP,28003.0,1971.0,16.0,2560,1600,16.0,512.0,Windows 10,2.35,1299.0
Dell,15735.0,17089.0,15.6,1920,1080,16.0,512.0,Windows 11,2.52,1433.37
HP,3855.0,2040.0,14.0,1366,768,16.0,512.0,Windows 11,1.51,559.99
Dell,13144.0,240.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.69,535.0
Dell,21088.0,2690.0,14.0,1920,1020,16.0,512.0,Windows 11,1.36,2053.99
Acer,5641.0,1476.0,12.0,1366,912,4.0,64.0,Other,1.06,373.43
MSI,20753.0,17089.0,17.3,1920,1080,32.0,1024.0,Windows 10,2.2,1399.99
Other,15348.0,926.0,15.6,1920,1080,8.0,256.0,Windows 11,1.4,1186.65
Lenovo,14501.0,926.0,14.0,1920,1080,8.0,256.0,Windows 11,1.77,612.99
Lenovo,11027.0,1476.0,14.0,1920,1080,8.0,256.0,Windows 11,2.11,624.1
Acer,17329.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,2.1,769.0
Lenovo,10346.0,926.0,14.0,1920,1080,8.0,512.0,Windows 10,1.48,999.99
Lenovo,3030.0,926.0,14.0,1600,900,8.0,1024.0,Other,1.73,1649.99
Dell,3642.0,4253.0,14.0,1920,1080,8.0,256.0,Windows 10,1.23,614.99
Lenovo,2499.0,4253.0,14.0,1366,768,16.0,500.0,Windows 10,1.77,254.98
Lenovo,11027.0,1476.0,15.6,1920,1080,4.0,128.0,Windows 10,1.56,444.0
LG,18825.0,240.0,16.0,1920,1200,16.0,1024.0,Windows 10,1.6,1099.0
Other,3919.0,1476.0,13.3,1920,1080,16.0,512.0,Other,1.68,689.99
Asus,6132.0,4253.0,14.0,1920,1080,4.0,128.0,Windows 10,3.05,548.25
Lenovo,15451.0,1971.0,16.0,1920,1200,16.0,512.0,Windows 10,1.7,1833.95
LG,20247.0,1971.0,16.0,2560,1600,8.0,512.0,Windows 10,1.2,1549.0
HP,13481.0,2690.0,14.0,1920,1200,16.0,2048.0,Windows 10,2.22,999.0
Dell,2502.0,1476.0,14.0,1366,768,8.0,256.0,Windows 10,1.55,248.98
HP,15853.0,1792.0,14.0,1366,768,16.0,1024.0,Windows 11,1.62,464.88
Lenovo,13144.0,12984.0,14.0,1920,1080,12.0,512.0,Windows 10,1.41,679.99
MSI,11287.0,7868.0,15.6,1920,1080,8.0,256.0,Windows 10,1.86,696.97
Dell,23728.0,12961.0,17.0,1920,1200,32.0,1000.0,Windows 11,3.64,2141.95
Asus,10566.0,6308.0,15.6,3840,2160,16.0,512.0,Windows 10,2.5,1799.99
Dell,2187.0,1476.0,12.5,1366,768,16.0,500.0,Windows 10,1.36,212.98
Asus,20356.0,1792.0,16.0,1920,1080,40.0,1024.0,Windows 11,1.77,711.0
HP,9072.0,1792.0,17.3,1600,900,8.0,1024.0,Windows 11,2.68,489.99
Apple,15398.0,1722.0,13.6,2560,1664,8.0,2048.0,Windows 10,1.24,1899.0
Apple,15398.0,1722.0,13.6,2560,1664,16.0,2048.0,Windows 10,1.24,2199.0
Lenovo,15287.0,2690.0,16.0,1920,1200,24.0,2048.0,Windows 11,2.29,1369.0
Dell,24971.0,4253.0,15.6,1920,1080,8.0,1000.0,Windows 10,3.64,1067.21
Dell,13775.0,2690.0,15.6,1920,1080,16.0,2048.0,Windows 11,1.88,769.0
Dell,28003.0,8274.0,15.6,1920,1200,16.0,512.0,Windows 11,1.92,1699.0
Dell,10641.0,1476.0,15.6,1920,1080,16.0,512.0,Windows 10,2.12,1294.72
Asus,4982.0,1476.0,15.6,1366,768,8.0,256.0,Windows 11,1.59,469.0
Lenovo,17441.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 10,1.86,550.0
MSI,28523.0,23757.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.25,1691.99
Acer,26423.0,17089.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.5,1509.99
Asus,28003.0,2690.0,14.5,2880,1800,16.0,512.0,Windows 11,1.78,949.99
HP,13144.0,1792.0,17.3,1920,1080,16.0,512.0,Windows 10,1.4,549.99
HP,1556.0,1476.0,14.0,1366,768,4.0,128.0,Other,1.47,269.0
HP,11027.0,1476.0,15.6,1366,768,8.0,128.0,Windows 11,1.7,437.79
Dell,23276.0,1476.0,13.4,1920,1200,16.0,1000.0,Windows 11,1.18,1556.42
Other,23896.0,13138.0,16.0,2560,1600,32.0,2048.0,Windows 11,2.4,2207.99
Dell,16980.0,1971.0,14.0,1920,1080,16.0,256.0,Windows 10,1.39,1138.95
HP,4982.0,926.0,14.0,1920,1080,16.0,1024.0,Windows 10,1.77,552.99
HP,18435.0,7320.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.32,607.0
HP,15348.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.4,1552.95
HP,13554.0,2690.0,14.0,1920,1080,8.0,2048.0,Windows 11,1.77,799.79
Acer,2003.0,1476.0,15.6,1920,1080,4.0,64.0,Other,2.22,279.99
HP,9891.0,2690.0,15.6,1920,1080,32.0,2048.0,Windows 10,1.78,729.0
Lenovo,2950.0,2690.0,14.0,2240,1400,16.0,512.0,Windows 11,2.32,535.99
Other,1417.0,4253.0,15.6,1366,768,4.0,128.0,Windows 10,1.7,351.74
Lenovo,26423.0,22064.0,16.0,1920,1200,8.0,256.0,Windows 10,1.81,1899.0
Other,18825.0,240.0,15.6,1920,1080,16.0,1024.0,Windows 10,1.7,699.99
HP,9891.0,926.0,17.3,1920,1080,16.0,1024.0,Windows 10,2.68,698.99
Lenovo,28003.0,7320.0,15.6,1920,1080,16.0,512.0,Windows 10,2.4,899.0
HP,18825.0,240.0,14.0,1920,1080,32.0,1024.0,Windows 10,1.38,1004.95
HP,2169.0,4253.0,15.6,1366,768,8.0,64.0,Other,1.73,309.99
Apple,21543.0,6344.0,14.2,3024,1964,32.0,512.0,Windows 10,1.6,2399.0
Lenovo,16980.0,1971.0,14.0,1920,1200,16.0,256.0,Windows 10,1.12,1673.95
Lenovo,27476.0,22064.0,16.0,3840,2400,32.0,1024.0,Windows 10,1.78,3584.95
MSI,29690.0,26876.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.25,1899.0
Lenovo,16980.0,2690.0,14.0,1920,1200,8.0,256.0,Windows 11,1.94,709.99
Microsoft,10552.0,2690.0,13.5,2256,1504,16.0,512.0,Windows 10,1.27,979.0
HP,2527.0,324.0,14.0,1366,768,4.0,128.0,Other,1.55,208.95
Microsoft,7773.0,1792.0,13.5,2256,1504,8.0,256.0,Windows 10,1.27,729.99
Acer,15084.0,12961.0,15.6,1920,1080,8.0,256.0,Windows 10,2.15,699.0
HP,26364.0,7108.0,14.0,1920,1200,32.0,512.0,Windows 10,1.4,1663.95
Dell,9891.0,926.0,15.6,1920,1080,16.0,256.0,Windows 11,1.77,569.68
HP,7460.0,926.0,15.6,1920,1080,8.0,512.0,Windows 10,2.22,569.79
Dell,6132.0,1476.0,15.6,1920,1080,16.0,512.0,Windows 10,2.18,425.0
Dell,10936.0,1476.0,15.6,1920,1200,16.0,512.0,Windows 10,1.88,2110.48
Asus,14596.0,12956.0,15.6,1920,1080,16.0,512.0,Windows 10,1.69,999.99
Dell,28003.0,13772.0,17.0,1920,1200,32.0,512.0,Windows 11,3.64,2594.61
MSI,19333.0,2690.0,16.0,2560,1600,32.0,2048.0,Windows 11,2.09,1999.0
Microsoft,28003.0,15597.0,14.4,2400,1600,32.0,1024.0,Windows 10,1.32,3289.97
HP,18825.0,1792.0,15.6,1920,1200,16.0,512.0,Windows 11,1.6,879.0
Asus,26454.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.8,1209.99
Lenovo,30440.0,22976.0,17.3,3840,2160,32.0,1024.0,Windows 11,2.14,2629.0
Lenovo,18753.0,12961.0,15.6,1920,1080,16.0,2048.0,Windows 11,1.52,819.99
MSI,20753.0,17089.0,17.3,1920,1080,64.0,1024.0,Windows 10,1.55,1549.99
HP,14043.0,1971.0,13.5,1920,1280,16.0,512.0,Windows 10,1.4,2429.95
HP,10346.0,926.0,15.6,1920,1080,8.0,128.0,Windows 10,1.85,729.99
HP,5455.0,324.0,11.6,1366,768,8.0,256.0,Windows 10,1.47,696.5
Lenovo,10936.0,19334.0,17.3,1920,1080,8.0,1024.0,Windows 10,1.27,2076.97
Dell,13775.0,2690.0,15.6,3840,2400,16.0,2048.0,Windows 11,1.68,769.99
Dell,17229.0,4601.0,16.0,3840,2400,16.0,1024.0,Windows 11,2.25,999.99
HP,15287.0,4601.0,15.6,1920,1080,16.0,512.0,Windows 11,2.22,999.0
HP,10779.0,1971.0,14.0,1920,1080,8.0,256.0,Windows 10,1.69,809.95
Dell,3810.0,1042.0,14.0,1366,768,4.0,64.0,Other,1.89,666.99
HP,11027.0,1476.0,15.6,1920,1080,8.0,512.0,Windows 11,2.58,439.79
LG,20247.0,1476.0,17.0,2560,1600,8.0,512.0,Windows 11,1.89,1049.99
Dell,10346.0,2690.0,15.6,1920,1080,64.0,2048.0,Windows 11,1.73,968.99
Dell,23728.0,17089.0,17.3,1920,1080,32.0,2000.0,Windows 11,3.64,3136.92
Apple,35380.0,10018.0,16.2,3456,2234,36.0,4096.0,Windows 10,2.2,4499.0
Dell,28003.0,4253.0,13.4,1920,1200,16.0,512.0,Windows 11,1.23,1497.87
Asus,28523.0,22064.0,16.0,2560,1600,40.0,1024.0,Windows 11,3.18,1699.99
Dell,3928.0,13772.0,16.0,1920,1200,16.0,1000.0,Windows 11,2.61,2365.33
HP,15348.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.4,1697.5
HP,3855.0,1476.0,15.6,1366,768,32.0,1024.0,Windows 11,1.77,685.0
Lenovo,17165.0,1792.0,14.0,1920,1080,32.0,1024.0,Windows 11,1.5,1194.98
MSI,28003.0,4253.0,14.0,1920,1080,32.0,1024.0,Windows 11,2.02,999.0
MSI,26454.0,19560.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.1,1524.99
Apple,14191.0,1506.0,13.3,2560,1600,8.0,256.0,Windows 10,1.3,849.0
HP,13554.0,2690.0,14.0,1920,1080,16.0,256.0,Windows 10,2.22,689.99
Dell,13775.0,2690.0,15.6,1920,1080,64.0,2048.0,Windows 11,2.22,1129.0
MSI,24971.0,17089.0,15.6,1920,1080,16.0,512.0,Windows 10,1.95,1099.99
Lenovo,15348.0,1971.0,13.3,1920,1200,16.0,256.0,Windows 10,1.25,1316.2
Lenovo,20753.0,12961.0,17.3,1920,1080,32.0,1024.0,Windows 11,2.99,1949.99
HP,13144.0,12984.0,17.3,1920,1080,32.0,512.0,Windows 10,2.22,729.79
Microsoft,14043.0,2690.0,13.5,2256,1504,32.0,1024.0,Windows 10,1.3,1958.99
Acer,9072.0,1792.0,15.6,1920,1080,8.0,256.0,Windows 11,1.88,433.68
Microsoft,14043.0,1971.0,13.5,2256,1504,32.0,1024.0,Windows 10,1.3,2430.22
Dell,7460.0,926.0,15.6,1920,1080,8.0,256.0,Windows 11,1.77,499.79
Dell,26423.0,17089.0,17.0,3840,2400,32.0,1024.0,Windows 11,2.41,3169.0
Lenovo,20843.0,2690.0,15.6,1920,1080,20.0,2048.0,Windows 11,1.77,750.79
Lenovo,26364.0,7108.0,16.0,1920,1200,32.0,1024.0,Windows 10,1.94,2058.95
HP,1417.0,324.0,14.0,1366,768,4.0,64.0,Windows 10,1.2,229.0
Apple,15398.0,1722.0,13.6,2560,1664,24.0,512.0,Windows 10,1.24,1699.0
HP,15348.0,1971.0,16.0,1920,1200,16.0,512.0,Windows 10,1.7,1659.95
MSI,19333.0,2690.0,14.0,2880,1800,32.0,1024.0,Windows 11,1.59,1715.6
Lenovo,28906.0,7320.0,15.6,1920,1080,16.0,512.0,Windows 10,2.02,1049.0
Other,9970.0,1971.0,14.0,1920,1080,16.0,512.0,Windows 10,2.2,2715.05
HP,11027.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 10,1.8,429.99
Lenovo,9891.0,2690.0,14.0,1920,1080,8.0,256.0,Windows 10,1.64,699.99
Lenovo,6978.0,1792.0,14.0,1920,1080,12.0,1024.0,Windows 10,1.77,799.99
Dell,23062.0,4253.0,14.0,1920,1080,8.0,1024.0,Windows 10,2.7,1664.9
Acer,16162.0,12961.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.23,1079.0
HP,18753.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,0.59,725.0
HP,15287.0,2690.0,15.6,1920,1080,48.0,2048.0,Windows 11,1.82,1129.99
Microsoft,14043.0,1971.0,13.5,2256,1504,16.0,256.0,Windows 10,1.3,1735.87
Lenovo,11045.0,2690.0,14.0,3840,2160,16.0,1024.0,Windows 10,1.2,1097.91
Asus,2877.0,4253.0,14.0,1920,1080,4.0,128.0,Other,1.27,315.24
Acer,787.0,1476.0,14.0,1920,1080,8.0,64.0,Other,1.55,379.99
Dell,20843.0,1476.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.12,599.79
Acer,13775.0,2690.0,14.0,1920,1080,16.0,1024.0,Windows 11,1.75,749.99
Microsoft,13481.0,1971.0,13.5,2256,1504,8.0,256.0,Windows 10,1.3,1129.95
Lenovo,24556.0,7108.0,14.0,1920,1200,32.0,1024.0,Windows 11,1.73,1450.09
HP,15084.0,240.0,15.6,1920,1080,8.0,256.0,Windows 10,1.74,504.95
Acer,8473.0,12961.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.3,1159.0
Lenovo,10346.0,926.0,15.6,1920,1080,24.0,1024.0,Windows 11,1.77,939.99
Lenovo,17229.0,1476.0,16.0,1920,1200,40.0,1024.0,Windows 11,1.68,1849.99
Apple,15398.0,2152.0,13.6,2560,1664,16.0,256.0,Windows 10,1.24,1399.0
MSI,11045.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.6,1070.82
Other,4390.0,4253.0,14.0,1920,1080,20.0,1000.0,Windows 11,1.5,389.99
Dell,23728.0,17089.0,17.0,3840,2160,64.0,1000.0,Windows 11,3.64,2558.36
Lenovo,24556.0,1792.0,16.0,1920,1200,16.0,512.0,Windows 11,1.75,1280.37
Microsoft,13481.0,2690.0,13.5,2256,1504,16.0,512.0,Windows 10,1.77,734.99
Other,28003.0,26876.0,16.0,2880,1800,32.0,1024.0,Windows 11,1.17,2729.99
Lenovo,9891.0,2690.0,13.3,1920,1080,8.0,512.0,Windows 10,0.68,624.19
Dell,23728.0,1476.0,13.4,1920,1200,16.0,512.0,Windows 11,3.64,1149.99
MSI,17441.0,7868.0,15.6,1920,1080,8.0,256.0,Windows 10,1.86,766.0
Lenovo,16506.0,1792.0,14.0,1920,1200,16.0,512.0,Windows 11,1.82,799.99
Dell,15084.0,1792.0,14.0,1920,1200,32.0,1024.0,Windows 11,2.5,699.99
Lenovo,23062.0,1042.0,14.0,1920,1080,16.0,512.0,Windows 10,1.55,839.99
Lenovo,18658.0,11706.0,17.3,1920,1080,32.0,1024.0,Windows 10,2.45,1049.99
HP,11027.0,1476.0,17.3,1600,900,16.0,512.0,Windows 11,2.18,519.99
Acer,23284.0,7868.0,15.6,1920,1080,32.0,256.0,Windows 10,1.77,986.48
Lenovo,7834.0,7576.0,15.6,1920,1080,16.0,512.0,Windows 10,2.5,1149.0
Lenovo,5931.0,926.0,14.0,1920,1080,8.0,256.0,Windows 10,2.08,1099.99
Lenovo,28003.0,7320.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.4,1459.0
HP,19333.0,2690.0,14.0,1920,1200,32.0,1024.0,Windows 11,2.38,1359.0
Dell,1486.0,1476.0,15.6,1920,1080,12.0,1024.0,Windows 10,1.84,390.1
Lenovo,5897.0,1042.0,14.0,1920,1080,8.0,256.0,Windows 10,1.32,999.97
HP,18435.0,7320.0,15.6,1920,1080,32.0,1024.0,Windows 10,2.1,759.0
HP,17329.0,2690.0,15.6,1920,1080,8.0,512.0,Windows 11,2.34,1120.67
HP,19453.0,12783.0,19.5,1920,1080,16.0,512.0,Windows 11,2.53,938.99
HP,13144.0,1792.0,17.3,1920,1080,16.0,512.0,Windows 11,2.22,623.69
Dell,6247.0,1476.0,14.0,1366,768,16.0,128.0,Windows 10,1.48,392.98
Lenovo,10346.0,926.0,15.6,1920,1080,12.0,512.0,Windows 10,1.5,679.99
Dell,9891.0,926.0,15.6,1920,1080,16.0,256.0,Windows 11,1.77,569.68
LG,14596.0,2690.0,16.0,2560,1600,16.0,512.0,Windows 11,1.2,1046.71
Asus,22681.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.0,1499.0
HP,15451.0,2690.0,13.3,1920,1200,16.0,512.0,Windows 11,1.68,1943.73
LG,19333.0,4253.0,16.0,1920,1080,16.0,1024.0,Other,1.18,1266.71
Lenovo,9891.0,926.0,14.0,1920,1080,8.0,1024.0,Windows 11,1.77,999.99
HP,7460.0,926.0,15.6,1920,1080,16.0,256.0,Windows 10,2.22,588.79
